gtdb_species_clade_id	GTDB_taxonomy	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	no_genomes	no_core	no_aux_genome	no_gene_clusters	phb_status	phb_genes_str	phaC_is_core	phaC_is_aux	has_phaC	has_complete_pathway
s__UBA1205_sp002309615--GB_GCA_002309615.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__UBA1205	Bacteroidota	Bacteroidia	Bacteroidales	WCHB1-69	UBA1205	2	1452	1226	2678	precursors_only	phaB			0	0
s__Streptomyces_sp003671715--RS_GCF_003671715.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	2	4805	4694	9499	complete	phaA,phaB,phaC,phaP	False	True	1	1
s__Faecousia_faecavium--GB_GCA_018712645.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	2	1733	1449	3182	absent				0	0
s__UBA4082_sp002383355--GB_GCA_002383355.1	d__Bacteria;p__Atribacterota;c__JS1;o__SB-45;f__34-128;g__UBA4082	Atribacterota	JS1	SB-45	34-128	UBA4082	2	1206	644	1850	precursors_only	phaA			0	0
s__Algorimicrobium_echini--RS_GCF_900115185.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algorimicrobium	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Algorimicrobium	2	1180	2587	3767	precursors_only	phaA,phaB			0	0
s__UBA2982_sp009692205--GB_GCA_009692205.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA2982	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA2982	2	1817	1648	3465	precursors_only	phaA			0	0
s__Butyribacter_sp910585905--GB_GCA_910585905.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyribacter	2	2485	646	3131	precursors_only	phaA			0	0
s__OLB14_sp016789365--GB_GCA_016789365.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14	Chloroflexota	Anaerolineae	Anaerolineales	EnvOPS12	OLB14	2	3068	1520	4588	precursors_only	phaA,phaB			0	0
s__Vibrio_sp014596725--RS_GCF_014596725.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Vibrionaceae	Vibrio	2	3561	1426	4987	precursors_only	phaA			0	0
s__CACNXK01_sp902624425--GB_GCA_902624425.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__CACNXK01	Pseudomonadota	Gammaproteobacteria	SAR86	D2472	CACNXK01	2	686	527	1213	precursors_only	phaA			0	0
s__Thiohalocapsa_sp021736785--GB_GCA_021736785.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiohalocapsa	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	2	2812	2103	4915	complete	phaA,phaB,phaC	True	False	1	1
s__Blochmannia_sp023585685--RS_GCF_023585685.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Blochmannia	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Blochmannia	2	597	49	646	absent				0	0
s__2-12-FULL-55-11_sp943354555--GB_GCA_943354555.1	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Peribacterales;f__Peribacteraceae;g__2-12-FULL-55-11	Patescibacteria	Gracilibacteria	Peribacterales	Peribacteraceae	2-12-FULL-55-11	2	891	457	1348	absent				0	0
s__SFDP01_sp900770785--GB_GCA_900770785.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SFDP01	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	SFDP01	2	1907	1263	3170	precursors_only	phaA			0	0
s__SOIS01_sp004375965--GB_GCA_004375965.1	d__Bacteria;p__WOR-3;c__E44-bin80;o__E44-bin80;f__E44-bin80;g__SOIS01	WOR-3	E44-bin80	E44-bin80	E44-bin80	SOIS01	2	1535	1603	3138	precursors_only	phaA			0	0
s__2-01-FULL-43-22_sp001794435--GB_GCA_001794435.1	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__2-02-FULL-40-12;f__GWA2-44-9;g__2-01-FULL-43-22	Patescibacteria	Paceibacteria	2-02-FULL-40-12	GWA2-44-9	2-01-FULL-43-22	2	839	171	1010	absent				0	0
s__Dysosmobacter_sp009773995--GB_GCA_009773995.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	2	2370	1437	3807	precursors_only	phaA			0	0
s__Ralstonia_sp913056305--GB_GCA_913056305.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	2	3308	3527	6835	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Fen-1362_sp003170415--GB_GCA_003170415.1	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__Fen-1362	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	Fen-1362	2	1803	1258	3061	accessory_only	phaP			0	0
s__Avirikenella_sp910588925--GB_GCA_910588925.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Avirikenella	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Avirikenella	2	1394	466	1860	absent				0	0
s__Paraburkholderia_gardini--RS_GCF_907164575.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	2	4668	1447	6115	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Marisimplicoccus_sp016780245--GB_GCA_016780245.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marisimplicoccus	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Marisimplicoccus	2	808	437	1245	absent				0	0
s__PHCI01_sp002842205--GB_GCA_002842205.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__PHCI01	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	PHCI01	2	2907	1773	4680	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__Exiguobacterium_A_sp004339505--RS_GCF_014524545.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium_A	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium_A	2	2816	592	3408	precursors_only	phaA,phaP			0	0
s__Nesterenkonia_pannonica--RS_GCF_019575955.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Nesterenkonia	2	486	6263	6749	precursors_only	phaA			0	0
s__UBA10001_sp003512705--GB_GCA_003512705.1	d__Bacteria;p__Patescibacteria;c__ABY1;o__Veblenbacterales;f__UBA10138;g__UBA10001	Patescibacteria	ABY1	Veblenbacterales	UBA10138	UBA10001	2	581	548	1129	absent				0	0
s__Burkholderia_sp003853645--RS_GCF_003853645.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	2	5334	4116	9450	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Spirillospora_syzygii--RS_GCF_008085905.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Spirillospora	Actinomycetota	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Spirillospora	2	6695	3575	10270	complete	phaA,phaC	True	False	1	1
s__JAAYVZ01_sp012516935--GB_GCA_012516935.1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__JAAYVZ01	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	JAAYVZ01	2	2699	864	3563	precursors_only	phaA,phaB,phaP			0	0
s__Suttonella_A_ornithocola--RS_GCF_001889065.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Suttonella_A	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Suttonella_A	2	2246	401	2647	precursors_only	phaA			0	0
s__UBA738_sp018065965--GB_GCA_018065965.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA738	2	1145	1523	2668	absent				0	0
s__Sphingomonas_sp001421965--RS_GCF_001421965.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	2	3211	1084	4295	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__GCA-2686295_sp014384375--GB_GCA_014384375.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GCA-2686295;g__GCA-2686295	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GCA-2686295	GCA-2686295	2	960	431	1391	absent				0	0
s__Blautia_A_faecigallinarum--GB_GCA_019116385.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	2	2157	1579	3736	precursors_only	phaA			0	0
s__Methylobacterium_oxalidis--RS_GCF_007992195.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	2	5898	482	6380	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Copromonas_sp910575275--GB_GCA_910575275.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Copromonas	2	2410	1694	4104	precursors_only	phaA			0	0
s__Mancarchaeum_sp021821445--GB_GCA_021821445.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Mancarchaeum	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	Mancarchaeum	2	501	892	1393	precursors_only	phaA			0	0
s__Aphodosoma_intestinipullorum--GB_GCA_017694515.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Aphodosoma	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Aphodosoma	2	1465	1096	2561	precursors_only	phaB			0	0
s__Helicobacter_C_marmotae--RS_GCF_003364255.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_C	2	1766	149	1915	absent				0	0
s__Meiothermus_B_silvanus--RS_GCF_000092125.1	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Meiothermus_B	Deinococcota	Deinococci	Deinococcales	Thermaceae	Meiothermus_B	2	2235	2230	4465	precursors_only	phaA			0	0
s__Saccharofermentans_sp017649645--GB_GCA_017649645.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans	Bacillota_A	Clostridia	Saccharofermentanales	Saccharofermentanaceae	Saccharofermentans	2	1996	1896	3892	absent				0	0
s__Treponema_D_sp002393865--GB_GCA_002393865.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	2	1600	1374	2974	absent				0	0
s__MWDV01_sp002070715--GB_GCA_002070715.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__MWDV01;g__MWDV01	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	MWDV01	MWDV01	2	2354	2142	4496	absent				0	0
s__NC2004_sp934317845--GB_GCA_934317845.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NC2004	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NC2004	2	1887	877	2764	precursors_only	phaA,phaP			0	0
s__HIMB59_sp902521485--GB_GCA_902521485.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__HIMB59	Pseudomonadota	Alphaproteobacteria	HIMB59	HIMB59	HIMB59	2	638	932	1570	precursors_only	phaA			0	0
s__Psychrobacillus_lasiicapitis--RS_GCF_006861795.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Psychrobacillus	Bacillota	Bacilli	Bacillales	Planococcaceae	Psychrobacillus	2	4389	35	4424	complete	phaA,phaB,phaC	True	False	1	1
s__Sphingobium_baderi_A--RS_GCF_001456115.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	2	2913	2668	5581	complete	phaA,phaB,phaC	True	True	1	1
s__CAG-115_sp002304735--GB_GCA_002304735.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	2	1402	756	2158	precursors_only	phaB			0	0
s__Rhizomicrobium_sp002429315--GB_GCA_002429315.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	2	3089	1094	4183	complete	phaA,phaB,phaC	True	False	1	1
s__SURF-28_sp003599395--GB_GCA_003599395.1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__SURF-28	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	SURF-28	2	1844	1962	3806	precursors_only	phaA			0	0
s__Pseudoxanthomonas_A_indica--RS_GCF_900167565.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas_A	2	3529	66	3595	complete	phaA,phaB,phaC,phaZ	True	False	1	1
s__CAJANQ01_sp903941145--GB_GCA_903941145.1	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__CAJANQ01	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	CAJANQ01	2	1893	2206	4099	precursors_only	phaA			0	0
s__UBA6448_sp934086485--GB_GCA_934086485.1	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA6448	Bacillota	Bacilli	RF39	UBA660	UBA6448	2	1265	121	1386	absent				0	0
s__JAHJGY01_sp018824115--GB_GCA_018824115.1	d__Bacteria;p__Patescibacteria;c__4484-211;o__4484-211;f__4484-211;g__JAHJGY01	Patescibacteria	4484-211	4484-211	4484-211	JAHJGY01	2	930	212	1142	absent				0	0
s__Ohtaekwangia_sp023417785--GB_GCA_023417785.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Ohtaekwangia	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ohtaekwangia	2	2218	3454	5672	precursors_only	phaA,phaB			0	0
s__JAKAWJ01_sp021800035--GB_GCA_021800035.1	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Marsarchaeales;f__Marsarchaeaceae;g__JAKAWJ01	Thermoproteota	Thermoprotei_A	Marsarchaeales	Marsarchaeaceae	JAKAWJ01	2	1221	3303	4524	precursors_only	phaA			0	0
s__Aestuariivivens_sediminicola--RS_GCF_022662015.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aestuariivivens	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aestuariivivens	2	2765	807	3572	precursors_only	phaA			0	0
s__UBA8515_sp018061145--GB_GCA_018061145.1	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__UBA8515	Patescibacteria	Paceibacteria	UBA9983_A	UBA9973	UBA8515	2	573	304	877	absent				0	0
s__Centipeda_massiliensis--RS_GCF_900290285.1	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	2	1465	1270	2735	absent				0	0
s__Sphingomonas_sp913777295--GB_GCA_913777295.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	2	1911	3537	5448	complete	phaA,phaB,phaC,phaP,phaZ	True	True	1	1
s__Pseudoalteromonas_sp002964705--RS_GCF_002964705.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Pseudoalteromonas	2	2744	1053	3797	precursors_only	phaA			0	0
s__COE1_sp009774245--GB_GCA_009774245.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	COE1	2	4057	1934	5991	precursors_only	phaA,phaB			0	0
s__UBA1829_sp905197955--GB_GCA_905197955.1	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA1829	Verrucomicrobiota	Lentisphaeria	Victivallales	UBA1829	UBA1829	2	2949	1157	4106	precursors_only	phaB			0	0
s__Veillonella_sp905214495--GB_GCA_905214495.1	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	2	1260	709	1969	precursors_only	phaA			0	0
s__Dyadobacter_sp001898145--GB_GCA_001898145.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	2	4165	2679	6844	precursors_only	phaA,phaB			0	0
s__Streptomyces_monashensis--RS_GCF_001866665.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	Actinomycetota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	2	5990	6750	12740	precursors_only	phaA,phaP			0	0
s__Bradyrhizobium_daqingense--RS_GCF_021044685.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	2	7369	129	7498	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__Palsa-1315_sp016219645--GB_GCA_016219645.1	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Palsa-1315	2	1602	3298	4900	absent				0	0
s__JABIJZ01_sp018655275--GB_GCA_018655275.1	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__LOWO2-01-FULL-3;g__JABIJZ01	Patescibacteria	Gracilibacteria	UBA1369	LOWO2-01-FULL-3	JABIJZ01	2	890	375	1265	absent				0	0
s__HGM11416_sp900766495--GB_GCA_900766495.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__HGM11416	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	HGM11416	2	1202	565	1767	absent				0	0
s__Verrucomicrobium_spinosum--RS_GCF_000172155.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Verrucomicrobium	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	2	3298	10215	13513	absent				0	0
s__Stercoripulliclostridium_A_sp944363505--GB_GCA_944363505.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__DTU072;g__Stercoripulliclostridium_A	Bacillota_A	Clostridia	Christensenellales	DTU072	Stercoripulliclostridium_A	2	1038	722	1760	absent				0	0
s__JAJZOT01_sp021801305--GB_GCA_021801305.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAJZOT01	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	JAJZOT01	2	498	1313	1811	precursors_only	phaA			0	0
s__Wujia_sp015057555--GB_GCA_015057555.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Wujia	2	1845	1152	2997	precursors_only	phaA			0	0
s__AR12_sp003220335--GB_GCA_003220335.1	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR12	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	AR12	2	3599	5026	8625	complete	phaA,phaB,phaC	True	False	1	1
s__KLE1615_sp905214365--GB_GCA_905214365.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	KLE1615	2	1880	1406	3286	absent				0	0
s__Brevundimonas_sp002426005--GB_GCA_013693835.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	2	1239	3150	4389	complete	phaA,phaB,phaC,phaZ	False	True	1	1
s__Psychrobacter_sp904846605--RS_GCF_904846605.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	2	2609	51	2660	precursors_only	phaA			0	0
s__UBA2289_sp002419505--GB_GCA_002419505.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Izemoplasmatales;f__UBA5603;g__UBA2289	Bacillota	Bacilli	Izemoplasmatales	UBA5603	UBA2289	2	935	836	1771	precursors_only	phaA			0	0
s__Caproiciproducens_sp012839345--GB_GCA_012839345.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caproiciproducens	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Caproiciproducens	2	2069	533	2602	precursors_only	phaA			0	0
s__Xylophilus_sp913776965--GB_GCA_913776965.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Xylophilus	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Xylophilus	2	2224	2557	4781	complete	phaA,phaB,phaC,phaZ	False	True	1	1
s__QYPT01_sp903822425--GB_GCA_903822425.1	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__QYPT01	Actinomycetota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	QYPT01	2	1240	516	1756	precursors_only	phaA,phaP			0	0
s__GCA-2728355_sp002728355--GB_GCA_002728355.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002716945;g__GCA-2728355	Pseudomonadota	Gammaproteobacteria	GCA-002705445	GCA-002716945	GCA-2728355	2	851	381	1232	absent				0	0
s__Telluria_arenae--RS_GCF_008014745.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Telluria	2	4130	2292	6422	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
s__UBA1431_sp002329665--GB_GCA_002329665.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1431;g__UBA1431	Bacillota_A	Clostridia	Christensenellales	UBA1431	UBA1431	2	1033	1316	2349	absent				0	0
s__Galligastranaerophilus_faecipullorum--GB_GCA_018713115.1	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__RUG14156;g__Galligastranaerophilus	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	RUG14156	Galligastranaerophilus	2	1542	506	2048	absent				0	0
s__UBA1163_sp002327985--GB_GCA_002327985.1	d__Bacteria;p__Desulfobacterota_F;c__BSN033;o__BSN033;f__UBA1163;g__UBA1163	Desulfobacterota_F	BSN033	BSN033	UBA1163	UBA1163	2	3360	1081	4441	precursors_only	phaA			0	0
s__Xanthomonas_A_theicola--RS_GCF_014236795.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas_A	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas_A	2	3950	363	4313	complete	phaA,phaB,phaC,phaP,phaZ	True	False	1	1
