gtdb_species_clade_id	phb_genes_present	phb_status	phb_genes_str	n_phaC_clusters	phaC_is_core	phaC_is_aux
s__Pseudomonas_F_lalkuanensis--RS_GCF_008807375.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	4.0	True	False
s__Pseudomonas_F_otitidis--RS_GCF_900111835.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	3.0	True	True
s__Pseudomonas_F_resinovorans--RS_GCF_000423545.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	3.0	True	False
s__Pseudomonas_F_resinovorans_C--RS_GCF_013393345.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	4.0	True	False
s__Pseudomonas_F_sp003626975--RS_GCF_003626975.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	4.0	True	True
s__Pseudomonas_F_tohonis--RS_GCF_012767755.2	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	2.0	True	False
s__Pseudomonas_H_flexibilis--RS_GCF_000802425.1	{'phaC', 'phaA'}	complete	phaA,phaC	2.0	True	False
s__Pseudomonas_H_gallinarum--RS_GCF_014836765.1	{'phaC', 'phaA'}	complete	phaA,phaC	2.0	True	False
s__Pseudomonas_K_guangdongensis--RS_GCF_900105885.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Pseudomonas_K_sp004801855--RS_GCF_004801855.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	3.0	True	False
s__Pseudomonas_M_indica--RS_GCF_002091635.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	2.0	True	False
s__Pseudomonas_O_kuykendallii--RS_GCF_900106975.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__Pseudomonas_S_boreopolis--GB_GCA_014654535.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pseudomonas_aeruginosa--RS_GCF_001457615.1	{'phaB', 'phaC', 'phaP', 'phaA'}	complete	phaA,phaB,phaC,phaP	26.0	True	True
s__Pseudomonas_aeruginosa_A--RS_GCF_000017205.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	4.0	True	True
s__Pseudomonas_citronellolis--RS_GCF_900112375.1	{'phaB', 'phaC', 'phaP', 'phaA'}	complete	phaA,phaB,phaC,phaP	4.0	True	True
s__Pseudomonas_delhiensis--RS_GCF_900187975.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	2.0	True	False
s__Pseudomonas_jinjuensis--RS_GCF_900103845.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	6.0	True	False
s__Pseudomonas_knackmussii--RS_GCF_000689415.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	2.0	True	False
s__Pseudomonas_nitroreducens--RS_GCF_002091755.1	{'phaB', 'phaC', 'phaP', 'phaA'}	complete	phaA,phaB,phaC,phaP	5.0	True	True
s__Pseudomonas_nitroreducens_A--RS_GCF_000313755.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	3.0	True	True
s__Pseudomonas_nitroreducens_B--GB_GCA_025133575.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	2.0	True	False
s__Pseudomonas_pseudonitroreducens--RS_GCF_021603645.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	3.0	True	True
s__Pseudomonas_sp000955805--RS_GCF_000955805.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	2.0	True	False
s__Pseudomonas_sp002079985--GB_GCA_008807415.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	4.0	True	True
s__Pseudomonas_sp017491605--RS_GCF_017491605.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	3.0	True	False
s__Pseudomonas_sp024259745--RS_GCF_024259745.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	2.0	True	False
s__Pseudonocardia_abyssalis--RS_GCF_019263705.2	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	3.0	True	False
s__Pseudonocardia_alni--GB_GCA_002813375.1	{'phaB', 'phaC', 'phaP', 'phaA'}	complete	phaA,phaB,phaC,phaP	5.0	True	True
s__Pseudonocardia_asaccharolytica--RS_GCF_000423625.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	2.0	True	False
s__Pseudonocardia_autotrophica--RS_GCF_003945385.1	{'phaB', 'phaC', 'phaP', 'phaA'}	complete	phaA,phaB,phaC,phaP	3.0	True	False
s__Pseudonocardia_dioxanivorans--RS_GCF_000196675.2	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	2.0	True	False
s__Pseudonocardia_oceani--RS_GCF_019263585.2	{'phaB', 'phaC', 'phaP', 'phaA'}	complete	phaA,phaB,phaC,phaP	3.0	True	False
s__Pseudonocardia_oroxyli--RS_GCF_900102195.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	4.0	True	True
s__Pseudonocardia_sp001294645--RS_GCF_001294645.1	{'phaB', 'phaC', 'phaP', 'phaA'}	complete	phaA,phaB,phaC,phaP	2.0	True	False
s__Pseudonocardia_sp001420995--RS_GCF_001420995.1	{'phaB', 'phaC', 'phaP', 'phaA'}	complete	phaA,phaB,phaC,phaP	3.0	True	False
s__Pseudonocardia_sp001725415--GB_GCA_001725415.1	{'phaC', 'phaP', 'phaA'}	complete	phaA,phaC,phaP	2.0	True	False
s__Pseudonocardia_sp001899645--GB_GCA_001899645.1	{'phaB', 'phaC', 'phaP', 'phaA'}	complete	phaA,phaB,phaC,phaP	3.0	True	False
s__Pseudooceanicola_antarcticus--RS_GCF_900215355.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudooceanicola_atlanticus--RS_GCF_000768315.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pseudooceanicola_endophyticus--RS_GCF_018760365.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pseudooceanicola_marinus--RS_GCF_002786295.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	True	False
s__Pseudooceanicola_nanhaiensis--RS_GCF_000688295.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pseudooceanicola_nitratireducens--RS_GCF_900109195.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	True	True
s__Pseudooceanicola_sediminis--RS_GCF_003575965.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	True	False
s__Pseudooceanicola_sp018222585--GB_GCA_018222585.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	True
s__Pseudophaeobacter_A_gallaeciensis_A--RS_GCF_001678945.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	True	False
s__Pseudophaeobacter_A_sp014884385--RS_GCF_014884385.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pseudophaeobacter_sp000152965--RS_GCF_000152965.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pseudophaeobacter_sp001294455--RS_GCF_001294455.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	False	True
s__Pseudophaeobacter_sp905479575--GB_GCA_905479575.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pseudoramibacter_alactolyticus--RS_GCF_000185505.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Pseudoramibacter_fermentans--GB_GCA_002396065.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__Pseudoramibacter_sp022484225--GB_GCA_022484225.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__Pseudorhizobium_endolithicum--RS_GCF_902153245.2	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudorhizobium_flavum--RS_GCF_902502825.2	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudorhizobium_pelagicum--GB_GCA_000722615.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudorhizobium_sp023416545--GB_GCA_023416545.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	False	True
s__Pseudorhodobacter_antarcticus--RS_GCF_900110135.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	False
s__Pseudorhodobacter_ferrugineus--RS_GCF_000420745.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pseudorhodoferax_sp001422365--RS_GCF_001422365.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	True	False
s__Pseudorhodoplanes_sinuspersici--RS_GCF_002119765.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	True	False
s__Pseudorhodoplanes_sp008933495--GB_GCA_008933495.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	3.0	True	False
s__Pseudorhodoplanes_sp019187085--GB_GCA_019187085.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	2.0	True	True
s__Pseudorhodoplanes_sp023430245--GB_GCA_023430245.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	3.0	True	True
s__Pseudorhodoplanes_sp023431725--GB_GCA_023431725.1	{'phaC', 'phaA', 'phaP', 'phaZ'}	complete	phaA,phaC,phaP,phaZ	2.0	False	True
s__Pseudoscilispira_faecavium--GB_GCA_904420565.1	{'phaA'}	precursors_only	phaA			
s__Pseudoscilispira_falkowii--GB_GCA_904374485.1	{'phaA'}	precursors_only	phaA			
s__Pseudoscilispira_sp018369915--GB_GCA_020555865.1	{'phaA'}	precursors_only	phaA			
s__Pseudoscilispira_sp020555605--GB_GCA_020555605.1	{'phaA'}	precursors_only	phaA			
s__Pseudosphingobacterium_jilunii--RS_GCF_900607235.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__Pseudosulfitobacter_pseudonitzschiae--RS_GCF_900129395.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pseudosulfitobacter_pseudonitzschiae_A--RS_GCF_002222635.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudosulfitobacter_sp000620505--RS_GCF_000620505.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pseudosulfitobacter_sp003335545--RS_GCF_022788695.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pseudotabrizicola_sp021741245--GB_GCA_021741245.1	{'phaP', 'phaB', 'phaA', 'phaZ', 'phaC'}	complete	phaA,phaB,phaC,phaP,phaZ	1.0	True	False
s__Pseudoteredinibacter_isoporae--RS_GCF_011602085.1	{'phaA'}	precursors_only	phaA			
s__Pseudothermotoga_A_caldifontis--RS_GCF_000828655.1	{'phaA'}	precursors_only	phaA			
s__Pseudothermotoga_A_hypogea--RS_GCF_000816145.1	{'phaA'}	precursors_only	phaA			
s__Pseudothermotoga_A_sp003510135--GB_GCA_003510135.1	{'phaA'}	precursors_only	phaA			
s__Pseudothermotoga_B_elfii--RS_GCF_000504085.1	{'phaA'}	precursors_only	phaA			
s__Pseudothioglobus_aerophilus--GB_GCA_014384565.1	{'phaA'}	precursors_only	phaA			
s__Pseudothioglobus_singularis--RS_GCF_001281385.1	{'phaA'}	precursors_only	phaA			
s__Pseudothioglobus_singularis_A--RS_GCF_003326015.1	{'phaA'}	precursors_only	phaA			
s__Pseudothioglobus_sp001628405--GB_GCA_001628405.1	{'phaA'}	precursors_only	phaA			
s__Pseudothioglobus_sp002169705--GB_GCA_902556205.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Pseudothioglobus_sp002711905--GB_GCA_002711905.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Pseudothioglobus_sp902509905--GB_GCA_902509905.1	{'phaA'}	precursors_only	phaA			
s__Pseudothioglobus_sp902512305--GB_GCA_902512305.1	{'phaA'}	precursors_only	phaA			
s__Pseudothioglobus_sp902513495--GB_GCA_902513495.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	False	True
s__Pseudothioglobus_sp905182815--GB_GCA_905182815.1	{'phaA'}	precursors_only	phaA			
s__Pseudothioglobus_sp905614365--GB_GCA_905614365.1	{'phaA'}	precursors_only	phaA			
s__Pseudothioglobus_sp905618925--GB_GCA_905618925.1	{'phaA'}	precursors_only	phaA			
s__Pseudovibrio_ascidiaceicola--RS_GCF_900114245.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudovibrio_axinellae--RS_GCF_900110875.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudovibrio_brasiliensis--RS_GCF_018282095.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudovibrio_denitrificans--RS_GCF_001310815.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudovibrio_exalbescens--RS_GCF_000422785.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	False
s__Pseudovibrio_sp001623075--RS_GCF_001623075.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudovibrio_sp900143565--RS_GCF_900143565.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_A_beigongshangi--RS_GCF_016820515.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_A_indica--RS_GCF_900167565.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_A_japonensis--RS_GCF_010093445.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	3.0	True	True
s__Pseudoxanthomonas_A_mexicana--RS_GCF_010093385.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	3.0	True	True
s__Pseudoxanthomonas_A_mexicana_A--RS_GCF_001556105.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_A_sp001427635--RS_GCF_001427635.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_A_sp022965755--RS_GCF_022965755.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_A_sp900116385--RS_GCF_900116385.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_A_spadix--RS_GCF_003703395.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	False
s__Pseudoxanthomonas_A_spadix_A--RS_GCF_020042665.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_A_winnipegensis--RS_GCF_004283755.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_A_wuyuanensis--RS_GCF_900215535.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_broegbernensis--RS_GCF_014202435.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_daejeonensis--RS_GCF_010093205.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_jiangsuensis--RS_GCF_010093185.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	True
s__Pseudoxanthomonas_kaohsiungensis--RS_GCF_010211765.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_sp000510725--RS_GCF_000510725.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_sp017302035--GB_GCA_017302035.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_sp018060215--GB_GCA_018060215.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	True	True
s__Pseudoxanthomonas_suwonensis_C--RS_GCF_000513955.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Pseudoxanthomonas_taiwanensis--RS_GCF_010093135.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	1.0	True	False
s__Psychrilyobacter_sp003391055--RS_GCF_003391055.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__Psychrobacillus_faecigallinarum--RS_GCF_014836595.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Psychrobacillus_lasiicapitis--RS_GCF_006861795.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Psychrobacillus_psychrodurans--GB_GCA_900114885.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__Psychrobacillus_sp001278755--RS_GCF_001278755.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Psychrobacillus_sp012843435--RS_GCF_012843435.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_alimentarius--RS_GCF_900163785.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_alimentarius_A--RS_GCF_001606025.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_aquaticus--RS_GCF_000471625.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_aquimaris--RS_GCF_016107525.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_arcticus--RS_GCF_000012305.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_celer--RS_GCF_016107555.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_cibarius--RS_GCF_016107535.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_ciconiae_A--RS_GCF_904846055.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_cryohalolentis--RS_GCF_000013905.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__Psychrobacter_faecalis--RS_GCF_016107575.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_fozii--RS_GCF_003217155.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_frigidicola--RS_GCF_007997305.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_fulvigenes--RS_GCF_904846155.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Psychrobacter_glaciei--RS_GCF_014652895.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_glacincola_B--RS_GCF_904846215.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_glacincola_C--RS_GCF_904846075.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_immobilis--RS_GCF_003148585.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_immobilis_A--GB_GCA_904846265.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	False	True
s__Psychrobacter_immobilis_B--RS_GCF_904846185.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_luti--RS_GCF_014192115.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_lutiphocae--RS_GCF_000382145.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_maritimus--RS_GCF_904846345.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_namhaensis--RS_GCF_016107545.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_okhotskensis--RS_GCF_013248965.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_pacificensis--RS_GCF_900101915.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_pasteurii--RS_GCF_900162815.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_phenylpyruvicus--RS_GCF_000685805.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Psychrobacter_piscatorii--RS_GCF_001444505.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_proteolyticus_A--RS_GCF_003350005.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sanguinis--RS_GCF_020736705.1	{'phaB', 'phaC', 'phaP', 'phaA'}	complete	phaA,phaB,phaC,phaP	4.0	False	True
s__Psychrobacter_sanguinis_A--RS_GCF_022631235.2	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp000511655--RS_GCF_904846685.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp000586415--RS_GCF_904846625.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp000586475--RS_GCF_000586475.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp001593285--RS_GCF_001593285.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Psychrobacter_sp001921745--RS_GCF_001921745.1	{'phaB', 'phaC', 'phaA'}	complete	phaA,phaB,phaC	1.0	True	False
s__Psychrobacter_sp002836505--RS_GCF_002836505.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp002836735--RS_GCF_002836735.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp003530515--RS_GCF_014897815.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp012847335--RS_GCF_012847335.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp013414195--RS_GCF_013414195.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp014861365--RS_GCF_014861365.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp014861395--RS_GCF_014861395.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp015277735--RS_GCF_015277735.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp016464015--RS_GCF_016464015.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_sp900168255--RS_GCF_900168255.1	{'phaP', 'phaA'}	precursors_only	phaA,phaP			
s__Psychrobacter_sp904846605--RS_GCF_904846605.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_urativorans_B--RS_GCF_904846675.1	{'phaA'}	precursors_only	phaA			
s__Psychrobacter_urativorans_C--RS_GCF_904846695.1	{'phaA'}	precursors_only	phaA			
s__Psychrobium_sp001874365--GB_GCA_001874365.1	{'phaA'}	precursors_only	phaA			
s__Psychroflexus_gondwanensis--RS_GCF_000355905.1	{'phaC', 'phaA'}	complete	phaA,phaC	1.0	False	True
s__Psychroflexus_halocasei--RS_GCF_900107595.1	{'phaA'}	precursors_only	phaA			
s__Psychroflexus_halotolerans--RS_GCF_006120725.1	{'phaA'}	precursors_only	phaA			
s__Psychroflexus_salarius--RS_GCF_900129035.1	{'phaA'}	precursors_only	phaA			
s__Psychroflexus_sp020164585--RS_GCF_020164585.1	{'phaA'}	precursors_only	phaA			
s__Psychromonas_arctica--RS_GCF_000482725.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Psychromonas_sp009828855--RS_GCF_009828855.1	{'phaA'}	precursors_only	phaA			
s__Psychroserpens_algicola--RS_GCF_014526325.1	{'phaA'}	precursors_only	phaA			
s__Psychroserpens_burtonensis--RS_GCF_000425305.1	{'phaA'}	precursors_only	phaA			
s__Psychroserpens_sp017643165--GB_GCA_017643165.1	{'phaA'}	precursors_only	phaA			
s__Psychroserpens_wynnwilliamsii--RS_GCF_007997225.1	{'phaA'}	precursors_only	phaA			
s__Psychrosphaera_saromensis--RS_GCF_002954545.1	{'phaA'}	precursors_only	phaA			
s__Psychrosphaera_sp018861025--RS_GCF_018861025.1	{'phaA'}	precursors_only	phaA			
s__Puia_sp001898505--GB_GCA_001898505.1	{'phaA'}	precursors_only	phaA			
s__Puia_sp002413325--GB_GCA_002413325.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Puia_sp003136915--GB_GCA_003136915.1	{'phaA'}	precursors_only	phaA			
s__Puia_sp903906365--GB_GCA_903906365.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Puia_sp903927975--GB_GCA_903927975.1	{'phaB', 'phaA'}	precursors_only	phaA,phaB			
s__Pukyongia_sp013043685--GB_GCA_013043685.1	{'phaA'}	precursors_only	phaA			
s__Pullibacteroides_sp023662825--GB_GCA_023662825.1	{'phaB'}	precursors_only	phaB			
s__Pullibacteroides_sp023667315--GB_GCA_023667315.1	{'phaB'}	precursors_only	phaB			
s__Pullichristensenella_stercorigallinarum--GB_GCA_018712945.1	{'phaA'}	precursors_only	phaA			
s__Pullulanibacillus_pueri--RS_GCF_014639255.1	{'phaA'}	precursors_only	phaA			
s__Pulveribacter_sp002434305--GB_GCA_002434305.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	False	True
s__Pumilibacter_sp910587595--GB_GCA_910587595.1	{'phaB'}	precursors_only	phaB			
s__Puniceispirillum_sp018668795--GB_GCA_018668795.1	{'phaA'}	precursors_only	phaA			
s__Pusillimonas_A_maritima--RS_GCF_003576595.1	{'phaB', 'phaC', 'phaA', 'phaZ'}	complete	phaA,phaB,phaC,phaZ	2.0	False	True
