orgId	locusId	min_rank	max_rank	mean_rank	rank_range	n_configs_top50	n_configs_top100	in_top50_all	in_top100_all	original	equal	neighbor_dominant	conservation_dominant	drop_tractability	drop_neighbor
Caulo	CCNA_03931	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
azobra	AZOBR_RS17460	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
Ponti	CA264_01535	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
RalstoniaPSI07	RPSI07_RS24450	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
RalstoniaPSI07	RPSI07_RS24540	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
azobra	AZOBR_RS32545	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
azobra	AZOBR_RS18615	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
azobra	AZOBR_RS17565	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
azobra	AZOBR_RS06235	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
azobra	AZOBR_RS05990	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
Miya	8500909	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
Burk376	H281DRAFT_01847	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
Burk376	H281DRAFT_02277	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
ANA3	7026244	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
ANA3	11530891	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
ANA3	11673254	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
azobra	AZOBR_RS23215	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
Burk376	H281DRAFT_03474	7483	8516	8274.833333333334	1033	0	0	False	False	8504	8514	8315	8516	8317	7483
pseudo1_N1B4	Pf1N1B4_5240	5860	8716	8069.833333333333	2856	0	0	False	False	8582	8307	8716	8305	8649	5860
pseudo1_N1B4	Pf1N1B4_5256	5860	8716	8069.833333333333	2856	0	0	False	False	8582	8307	8716	8305	8649	5860
pseudo1_N1B4	Pf1N1B4_5320	5860	8716	8069.833333333333	2856	0	0	False	False	8582	8307	8716	8305	8649	5860
pseudo1_N1B4	Pf1N1B4_5484	5860	8716	8069.833333333333	2856	0	0	False	False	8582	8307	8716	8305	8649	5860
pseudo1_N1B4	Pf1N1B4_5271	5860	8716	8069.833333333333	2856	0	0	False	False	8582	8307	8716	8305	8649	5860
pseudo1_N1B4	Pf1N1B4_5481	5860	8716	8069.833333333333	2856	0	0	False	False	8582	8307	8716	8305	8649	5860
pseudo1_N1B4	Pf1N1B4_5486	5860	8716	8069.833333333333	2856	0	0	False	False	8582	8307	8716	8305	8649	5860
pseudo1_N1B4	Pf1N1B4_5297	5860	8716	8069.833333333333	2856	0	0	False	False	8582	8307	8716	8305	8649	5860
pseudo1_N1B4	Pf1N1B4_5264	5860	8716	8069.833333333333	2856	0	0	False	False	8582	8307	8716	8305	8649	5860
Burk376	H281DRAFT_06124	7483	8594	8344.833333333334	1111	0	0	False	False	8591	8592	8393	8594	8416	7483
RalstoniaUW163	UW163_RS24270	7483	8594	8344.833333333334	1111	0	0	False	False	8591	8592	8393	8594	8416	7483
Burk376	H281DRAFT_06628	7483	8596	8354.166666666666	1113	0	0	False	False	8593	8594	8441	8596	8418	7483
azobra	AZOBR_RS22895	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
BFirm	BPHYT_RS05885	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Burk376	H281DRAFT_06179	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
RalstoniaPSI07	RPSI07_RS23985	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Burk376	H281DRAFT_06173	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
azobra	AZOBR_RS22630	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Burk376	H281DRAFT_02268	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Burk376	H281DRAFT_01845	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Cola	Echvi_2245	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Magneto	AMB_RS08575	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Magneto	AMB_RS09785	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Magneto	AMB_RS10060	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
azobra	AZOBR_RS32925	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
azobra	AZOBR_RS15960	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Magneto	AMB_RS16435	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Magneto	AMB_RS12105	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Magneto	AMB_RS12100	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
acidovorax_3H11	Ac3H11_3479	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
azobra	AZOBR_RS31745	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
HerbieS	HSERO_RS07370	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Pedo557	CA265_RS24350	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Magneto	AMB_RS02350	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
azobra	AZOBR_RS00360	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
ANA3	11815646	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
RalstoniaUW163	UW163_RS05455	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
RalstoniaUW163	UW163_RS25470	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
azobra	AZOBR_RS27675	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
azobra	AZOBR_RS28785	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
azobra	AZOBR_RS33595	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
azobra	AZOBR_RS00385	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Cola	Echvi_0706	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
RalstoniaGMI1000	RS_RS19125	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Burk376	H281DRAFT_00065	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Magneto	AMB_RS05840	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Magneto	AMB_RS08850	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Dyella79	N515DRAFT_1475	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
azobra	AZOBR_RS26770	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Btheta	354276	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Magneto	AMB_RS05915	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Magneto	AMB_RS06060	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
pseudo3_N2E3	AO353_26095	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
Burk376	H281DRAFT_00239	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
RalstoniaGMI1000	RS_RS26505	7483	8597	8355.666666666666	1114	0	0	False	False	8594	8595	8446	8597	8419	7483
RalstoniaUW163	UW163_RS24265	7483	8640	8395.333333333334	1157	0	0	False	False	8637	8638	8489	8640	8485	7483
pseudo13_GW456_L13	PfGW456L13_1	6048	8725	8149.333333333333	2677	0	0	False	False	8638	8417	8725	8419	8649	6048
RalstoniaUW163	UW163_RS25445	7483	8641	8397.166666666666	1158	0	0	False	False	8639	8639	8495	8641	8486	7483
Dino	11772476	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Dino	11630084	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Dino	11487721	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Btheta	350659	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
BFirm	BPHYT_RS19265	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Magneto	AMB_RS20485	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Cup4G11	RR42_RS00110	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
RalstoniaPSI07	RPSI07_RS24205	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
azobra	AZOBR_RS13555	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
ANA3	11815655	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
ANA3	11530901	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
azobra	AZOBR_RS33255	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
azobra	AZOBR_RS13905	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
ANA3	11673264	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Methanococcus_JJ	MMJJ_RS02460	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
ANA3	11815656	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Miya	11789427	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Magneto	AMB_RS07610	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Pedo557	CA265_RS11860	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Dino	11772408	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Magneto	AMB_RS24345	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Pedo557	CA265_RS11870	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Dyella79	N515DRAFT_1464	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Dyella79	N515DRAFT_1463	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Dyella79	N515DRAFT_1478	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
azobra	AZOBR_RS04565	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Magneto	AMB_RS08890	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Magneto	AMB_RS07615	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Burk376	H281DRAFT_06559	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
azobra	AZOBR_RS15280	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Magneto	AMB_RS08880	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Magneto	AMB_RS08885	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Magneto	AMB_RS04890	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
BFirm	BPHYT_RS36520	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
azobra	AZOBR_RS24200	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Magneto	AMB_RS05985	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
Btheta	350664	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
ANA3	11530892	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
azobra	AZOBR_RS27725	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
RalstoniaUW163	UW163_RS24260	7483	8642	8398.5	1159	0	0	False	False	8640	8640	8499	8642	8487	7483
RalstoniaUW163	UW163_RS25435	7483	8682	8434.5	1199	0	0	False	False	8680	8680	8539	8682	8543	7483
Dyella79	N515DRAFT_0653	7483	8682	8434.5	1199	0	0	False	False	8680	8680	8539	8682	8543	7483
Dyella79	N515DRAFT_0647	7483	8684	8436.5	1201	0	0	False	False	8682	8684	8541	8684	8545	7483
WCS417	GFF2109	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Miya	8500943	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS07620	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
azobra	AZOBR_RS15230	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
pseudo3_N2E3	AO353_09800	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS08900	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
ANA3	11673255	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Cup4G11	RR42_RS08190	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Pedo557	CA265_RS22055	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS08990	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
azobra	AZOBR_RS33120	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS08995	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
azobra	AZOBR_RS15225	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12225	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS08985	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12220	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12130	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12135	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
ANA3	11673263	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12160	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12155	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12150	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12145	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12140	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Miya	8500937	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Miya	8500938	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Miya	8500939	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Dino	11630016	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12235	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12230	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12215	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Pedo557	CA265_RS17725	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS08970	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS12240	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS08975	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Dyella79	N515DRAFT_1643	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Miya	11647035	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Miya	8500326	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS06010	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS01965	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
azobra	AZOBR_RS21275	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
azobra	AZOBR_RS28860	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Dino	11772475	7483	8685	8437.333333333334	1202	0	0	False	False	8683	8685	8542	8685	8546	7483
Magneto	AMB_RS08915	6238	8726	7997.333333333333	2488	0	0	False	False	8726	8680	8726	7017	8597	6238
Magneto	AMB_RS23345	6238	8726	7997.333333333333	2488	0	0	False	False	8726	8680	8726	7017	8597	6238
DvH	11427123	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711876	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711877	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569485	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711886	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427132	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711857	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569465	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427102	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711856	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427124	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711879	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427125	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427131	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569494	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569488	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569489	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711881	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427127	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569490	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711882	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427128	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569486	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569487	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711869	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
BFirm	BPHYT_RS36100	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11711878	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711862	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569476	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427113	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427108	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
Cup4G11	RR42_RS06770	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
Cup4G11	RR42_RS06885	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11569472	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427109	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
Cup4G11	RR42_RS07165	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
Cup4G11	RR42_RS07175	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11569510	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569511	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711903	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427149	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
Cup4G11	RR42_RS06905	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
Cup4G11	RR42_RS06705	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11711904	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569512	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427150	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
Cup4G11	RR42_RS08150	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11711902	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
Cup4G11	RR42_RS08160	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
Methanococcus_JJ	MMJJ_RS02530	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11427148	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569464	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427114	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711868	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711860	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427106	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569477	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
azobra	AZOBR_RS28840	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11711858	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
BFirm	BPHYT_RS36105	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11711874	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569482	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
BFirm	BPHYT_RS36155	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
BFirm	BPHYT_RS36135	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
BFirm	BPHYT_RS36125	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
BFirm	BPHYT_RS36120	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11427117	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711871	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711875	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427120	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569483	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427119	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711873	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427118	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569481	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711880	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427126	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711872	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569480	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569479	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11427116	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11569491	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711883	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
DvH	11711885	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
azobra	AZOBR_RS32870	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
azobra	AZOBR_RS32900	6487	8728	8333.0	2241	0	0	False	False	8728	8728	8728	8728	8599	6487
DvH	11427129	6487	8728	8341.333333333334	2241	0	0	False	False	8728	8728	8728	8728	8649	6487
