gene_cluster_id	genome_id
NZ_JAHOAQ010000019.1_20	RS_GCF_021589105.1
NC_004663.1_683	RS_GCF_019126395.1
NZ_JAHYRF010000038.1_68	RS_GCF_019131685.1
NZ_JAHOAQ010000019.1_20	RS_GCF_019132455.1
NZ_JAASIP010000008.1_151	RS_GCF_020179495.1
NZ_JAFEKI010000006.1_2756	RS_GCF_020179455.1
NZ_JAHONP010000048.1_10	RS_GCF_020554875.1
NZ_JANUON010000003.1_2357	RS_GCF_024788465.1
JAIJSG010000385.1_6	RS_GCF_024793265.1
NZ_JANUNN010000004.1_8	RS_GCF_024793265.1
CAKUSZ010000036.1_24	RS_GCF_024789025.1
NZ_KE159459.1_2489	RS_GCF_000403155.2
NZ_KE159459.1_2489	RS_GCF_900445595.1
NZ_JAJCIB010000006.1_119	RS_GCF_016760165.1
NZ_JANULP010000003.1_4178	RS_GCF_018785895.1
NZ_JAHOAQ010000019.1_20	RS_GCF_019130755.1
NZ_WQQQ01000001.1_13	RS_GCF_021409845.1
NZ_VEWO01000007.1_269	RS_GCF_021411305.1
NZ_JAIHBF010000016.1_67	RS_GCF_020179505.1
NZ_JAHONN010000024.1_68	RS_GCF_020179455.1
NZ_WQQQ01000001.1_13	RS_GCF_024788825.1
NZ_QRKS01000025.1_26	RS_GCF_000159875.2
NZ_JADPBB010000046.1_14	RS_GCF_002959695.1
JAIJSG010000385.1_6	RS_GCF_003469365.1
CAKUSZ010000036.1_24	RS_GCF_003469365.1
JAIIKX010000064.1_8	RS_GCF_016760165.1
JAIJSG010000385.1_6	RS_GCF_008329425.1
NZ_JAHYNO010000009.1_9	RS_GCF_008329425.1
NZ_JADMVD010000040.1_45	RS_GCF_021411065.1
NZ_VEWO01000005.1_46	RS_GCF_021411375.1
NZ_VEWO01000005.1_46	RS_GCF_021411805.1
NZ_JAHYNO010000009.1_9	RS_GCF_020558245.1
NZ_JAASIP010000008.1_151	RS_GCF_020562545.1
CAKUTT010000023.1_28	RS_GCF_020562545.1
NZ_JAGURG010000036.1_27	RS_GCF_023669125.1
NZ_JAIHBF010000016.1_67	RS_GCF_024787505.1
NZ_JAHONN010000024.1_68	RS_GCF_024788465.1
NZ_JAHYNO010000009.1_9	RS_GCF_024792615.1
NZ_JAGURG010000036.1_27	RS_GCF_024793355.1
CAKWXL010000006.1_69	RS_GCF_003464695.1
NZ_JAHYON010000020.1_43	RS_GCF_004349615.1
JANUKQ010000001.1_1645	RS_GCF_018785885.1
CAKWXL010000006.1_69	RS_GCF_019131235.1
CAKUTT010000023.1_28	RS_GCF_021411425.1
NZ_WQQQ01000001.1_13	RS_GCF_021412325.1
JANUKQ010000001.1_1645	RS_GCF_020563045.1
NZ_JADPBB010000046.1_14	RS_GCF_020563545.1
NZ_JADPBB010000046.1_14	RS_GCF_022138275.1
NZ_WQQQ01000001.1_13	RS_GCF_022137035.1
NZ_JADPBB010000439.1_5	RS_GCF_024787505.1
NZ_JAGURG010000036.1_27	RS_GCF_024789425.1
NZ_JANUNN010000004.1_8	RS_GCF_024790805.1
JANUKQ010000001.1_1645	RS_GCF_024793725.1
CAKUTT010000023.1_28	RS_GCF_024788325.1
NZ_JAHOOK010000030.1_44	RS_GCF_024789025.1
NZ_JADPBB010000046.1_14	RS_GCF_004349635.1
JAIJSG010000220.1_3	RS_GCF_900445595.1
JAIJSG010000385.1_6	RS_GCF_008329455.1
NZ_JAASIP010000008.1_151	RS_GCF_019131955.1
NZ_JAASIP010000008.1_151	RS_GCF_021410605.1
NZ_JAHOOK010000030.1_44	RS_GCF_021410825.1
NZ_VEWO01000007.1_269	RS_GCF_021411065.1
NZ_JAHOOK010000030.1_44	RS_GCF_020562595.1
NZ_JAHOAQ010000019.1_20	RS_GCF_024790505.1
NZ_KE159459.1_2489	RS_GCF_024790605.1
CAKWXL010000006.1_69	RS_GCF_024786885.1
JAIJSG010000220.1_3	RS_GCF_016760105.1
JAIJSG010000066.1_6	RS_GCF_016760085.1
NZ_VEWO01000007.1_269	RS_GCF_019130475.1
NZ_JAHYRF010000038.1_68	RS_GCF_019131955.1
JAIJSG010000385.1_6	RS_GCF_021412325.1
NZ_JADPFV010000010.1_28	RS_GCF_020179495.1
JAIJSG010000220.1_3	RS_GCF_022137485.1
NZ_JAHYNO010000009.1_9	RS_GCF_023668965.1
NZ_JADPFV010000010.1_28	RS_GCF_024789475.1
NZ_SATO01000007.1_48	RS_GCF_024792195.1
NZ_JANUNN010000004.1_8	RS_GCF_024793015.1
NC_004663.1_2091	RS_GCF_024786885.1
CAKUTT010000023.1_28	RS_GCF_003466025.1
NZ_JAHOOK010000030.1_44	RS_GCF_003466025.1
CAKUTT010000023.1_28	RS_GCF_900445595.1
NZ_JAHONP010000083.1_7	RS_GCF_900445595.1
JALEJR010000043.1_38	RS_GCF_016760015.1
NZ_KE159459.1_2489	RS_GCF_016760065.1
NZ_JAJCIB010000006.1_119	RS_GCF_009025475.1
NZ_WQQQ01000001.1_13	RS_GCF_019132575.1
JAIICI010000041.1_17	RS_GCF_021411065.1
NZ_VEWO01000007.1_269	RS_GCF_021411425.1
NZ_WQQQ01000001.1_13	RS_GCF_020554875.1
NZ_JAHOOK010000030.1_44	RS_GCF_020555305.1
NZ_KE159459.1_2489	RS_GCF_023668325.1
NZ_JAGURG010000036.1_27	RS_GCF_024788465.1
CAKWXL010000006.1_69	RS_GCF_024789475.1
JANUKQ010000001.1_1645	RS_GCF_003472675.1
NZ_JAJCIB010000006.1_119	RS_GCF_003474715.1
JANUKQ010000001.1_1645	RS_GCF_004349615.1
NZ_JANULP010000003.1_4178	RS_GCF_900445595.1
NZ_KE159459.1_2489	RS_GCF_018785895.1
NC_004663.1_683	RS_GCF_019131255.1
NZ_JADPBB010000439.1_5	RS_GCF_019132245.1
NZ_SATO01000007.1_48	RS_GCF_021410665.1
NZ_WQQQ01000001.1_13	RS_GCF_021412045.1
NZ_JAASIP010000008.1_151	RS_GCF_020562505.1
JAIJSG010000066.1_6	RS_GCF_020563045.1
NZ_JAHONP010000083.1_7	RS_GCF_024790645.1
NZ_VEWO01000007.1_269	RS_GCF_024792195.1
NZ_JADPBB010000439.1_5	RS_GCF_024786885.1
NZ_JAGYXC010000032.1_43	RS_GCF_002959695.1
NZ_PUEO01000014.1_1096	RS_GCF_002959695.1
JALEJR010000043.1_38	RS_GCF_003469365.1
NZ_JADPBB010000046.1_14	RS_GCF_016760095.1
NZ_JAGURG010000036.1_27	RS_GCF_008329455.1
NZ_JAHONP010000083.1_7	RS_GCF_019129275.1
NZ_KE159459.1_2489	RS_GCF_019131955.1
NZ_JAHONP010000048.1_10	RS_GCF_019132245.1
JAEWFO010000024.1_130	RS_GCF_019132575.1
NZ_SATO01000007.1_48	RS_GCF_019132635.1
JAEWFO010000024.1_130	RS_GCF_019132815.1
NZ_JANULP010000003.1_4178	RS_GCF_021409845.1
NZ_SATO01000007.1_48	RS_GCF_020562505.1
NZ_JAASIP010000008.1_151	RS_GCF_020563275.1
NZ_JAHYON010000020.1_43	RS_GCF_022138275.1
JAIICI010000041.1_17	RS_GCF_024787505.1
NZ_JAHYNO010000009.1_9	RS_GCF_024793015.1
NZ_JANUON010000003.1_2357	RS_GCF_024791245.1
NZ_KE159459.1_2489	RS_GCF_016760105.1
JAIJSG010000066.1_6	RS_GCF_018785885.1
JAEWFO010000024.1_130	RS_GCF_019129275.1
NZ_VEWO01000007.1_269	RS_GCF_019129275.1
JAEWFO010000024.1_130	RS_GCF_019131955.1
JAIJSG010000220.1_3	RS_GCF_021411065.1
NZ_JANULP010000003.1_4178	RS_GCF_021411375.1
NZ_JAHONP010000048.1_10	RS_GCF_021412835.1
NZ_JAJCIB010000006.1_119	RS_GCF_020179505.1
NZ_WQQQ01000001.1_13	RS_GCF_024788685.1
CAKUSZ010000036.1_24	RS_GCF_024789475.1
NZ_JAGYXC010000032.1_43	RS_GCF_024790805.1
NZ_VEWO01000005.1_46	GB_GCA_006218125.1
NC_004663.1_683	RS_GCF_019041315.1
NZ_JANUON010000003.1_2357	RS_GCF_021406385.1
NZ_KE159459.1_2489	RS_GCF_021409845.1
NZ_QRKS01000025.1_26	RS_GCF_021411845.1
NZ_JAASIP010000008.1_151	RS_GCF_021412325.1
JAIICI010000041.1_17	RS_GCF_021412325.1
NZ_JAHOOK010000030.1_44	RS_GCF_020558245.1
NZ_JAHOOK010000030.1_44	RS_GCF_020563275.1
NZ_WQQQ01000001.1_13	RS_GCF_024790805.1
NZ_SATO01000007.1_48	RS_GCF_024789025.1
JAIICI010000041.1_17	RS_GCF_002959695.1
NZ_JAHYON010000020.1_43	RS_GCF_016759925.1
NC_004663.1_683	RS_GCF_016759985.1
NC_004663.1_2091	RS_GCF_019132245.1
CAKWXL010000006.1_69	RS_GCF_020562595.1
NC_004663.1_2091	RS_GCF_020563275.1
NZ_JAJCIB010000006.1_119	RS_GCF_023668315.1
NZ_JAHYNO010000009.1_9	RS_GCF_024790605.1
NZ_JANULP010000003.1_4178	RS_GCF_024790745.1
NZ_JAGYXC010000032.1_43	RS_GCF_016760085.1
NZ_JAGURG010000036.1_27	RS_GCF_019125525.1
NZ_JAGYXC010000032.1_43	RS_GCF_019129275.1
NZ_JAHOOK010000030.1_44	RS_GCF_019131235.1
NZ_JAHYNO010000009.1_9	RS_GCF_019041315.1
NZ_JAJCIB010000006.1_119	RS_GCF_021406385.1
NZ_KE159459.1_2489	RS_GCF_021406505.1
JANUKQ010000001.1_1645	RS_GCF_020179535.1
NC_004663.1_2091	RS_GCF_020179535.1
JAIJSG010000066.1_6	RS_GCF_020562585.1
CAKWXL010000006.1_69	RS_GCF_023656585.1
NZ_KE159459.1_2489	RS_GCF_024788685.1
NZ_JAHYNO010000009.1_9	RS_GCF_024792535.1
NZ_JAASIP010000008.1_151	RS_GCF_000159875.2
NZ_JAHOAQ010000019.1_20	RS_GCF_003458585.1
NZ_JAHOAQ010000019.1_20	RS_GCF_900624795.1
NZ_JAJCIB010000006.1_119	RS_GCF_016760105.1
NC_004663.1_683	RS_GCF_019125725.1
JALEJR010000043.1_38	RS_GCF_019125725.1
NZ_VEWO01000007.1_269	RS_GCF_019130755.1
NZ_JAGURG010000036.1_27	RS_GCF_019131205.1
NZ_JADPFV010000010.1_28	RS_GCF_019131685.1
JAIJSG010000385.1_6	RS_GCF_021406385.1
NZ_JAHYNO010000009.1_9	RS_GCF_021410605.1
NZ_JAHYNO010000009.1_9	RS_GCF_021411445.1
NZ_VEWO01000005.1_46	RS_GCF_020179495.1
NZ_JAHOAQ010000019.1_20	RS_GCF_020563265.1
NZ_JAHOAQ010000019.1_20	RS_GCF_023669205.1
JAIJSG010000220.1_3	RS_GCF_000159875.2
NZ_JANULP010000003.1_4178	RS_GCF_003458585.1
NZ_VEWO01000007.1_269	RS_GCF_016760015.1
NC_004663.1_2091	RS_GCF_019125335.1
NZ_JAHOOK010000030.1_44	RS_GCF_021409915.1
CAKWXL010000006.1_69	RS_GCF_020554875.1
JAIJSG010000385.1_6	RS_GCF_020562595.1
NZ_JAJCIB010000006.1_119	RS_GCF_020563045.1
CAKUTT010000023.1_28	RS_GCF_020563545.1
NZ_JADPFV010000010.1_28	RS_GCF_022138275.1
NZ_JAHOAQ010000019.1_20	RS_GCF_023668315.1
NZ_KE159459.1_2489	RS_GCF_024790645.1
NZ_VEWO01000007.1_269	RS_GCF_024789025.1
NZ_JAGYXC010000032.1_43	RS_GCF_003458585.1
JAEWFO010000024.1_130	RS_GCF_003464695.1
NZ_JAHOAQ010000019.1_20	RS_GCF_019130355.1
NZ_JAJCIB010000006.1_119	RS_GCF_019131255.1
NZ_JADPFV010000010.1_28	RS_GCF_019131205.1
NZ_JANUNN010000004.1_8	RS_GCF_019132235.1
NZ_KE159459.1_2489	RS_GCF_019132635.1
NZ_JAHOAQ010000019.1_20	RS_GCF_021410665.1
JAIJSG010000385.1_6	RS_GCF_021412835.1
NZ_JAHOOK010000030.1_44	RS_GCF_021412835.1
NZ_JAASIP010000008.1_151	RS_GCF_020554875.1
JANUKQ010000001.1_1645	RS_GCF_020563265.1
NZ_JAHYON010000020.1_43	RS_GCF_024790605.1
CAKWXL010000006.1_69	RS_GCF_024793725.1
JAEWFO010000024.1_130	RS_GCF_000159875.2
NZ_JAHOAQ010000019.1_20	RS_GCF_001578565.1
NZ_JAGURG010000036.1_27	RS_GCF_016760015.1
NZ_JAGURG010000036.1_27	RS_GCF_021406385.1
NZ_QRKS01000025.1_26	RS_GCF_021406505.1
NZ_JADPBB010000046.1_14	RS_GCF_021409915.1
NZ_JAIHBE010000002.1_241	RS_GCF_021411805.1
JALEJR010000043.1_38	RS_GCF_021412325.1
JAIJSG010000066.1_6	RS_GCF_020179495.1
JAIIKX010000064.1_8	RS_GCF_020179495.1
NZ_JAIHBE010000002.1_241	RS_GCF_020179505.1
JAIICI010000041.1_17	RS_GCF_020179455.1
CAKUTT010000023.1_28	RS_GCF_020563045.1
NZ_JAHYNO010000009.1_9	RS_GCF_023668745.1
CAKUSZ010000036.1_24	RS_GCF_024790505.1
NZ_JADPBB010000046.1_14	RS_GCF_024791185.1
NZ_JANULM010000001.1_2445	RS_GCF_002959695.1
JAIJSG010000066.1_6	RS_GCF_003474715.1
NZ_JADPBB010000046.1_14	RS_GCF_900445585.1
NZ_SATO01000007.1_48	RS_GCF_019125725.1
NZ_JADPBB010000046.1_14	RS_GCF_019131955.1
JAIJSG010000066.1_6	RS_GCF_019132245.1
NZ_JANULM010000001.1_2445	RS_GCF_021411375.1
NZ_JANULP010000003.1_4178	RS_GCF_021411445.1
CAKWXL010000006.1_69	RS_GCF_021412065.1
NZ_JADPFV010000010.1_28	RS_GCF_020179455.1
CAKWXL010000006.1_69	RS_GCF_020563545.1
CAKUSZ010000036.1_24	RS_GCF_020563545.1
NZ_QRKS01000025.1_26	RS_GCF_024789425.1
JAIJSG010000220.1_3	RS_GCF_024790605.1
NZ_PUEO01000014.1_1096	RS_GCF_024790805.1
NZ_JADPFV010000010.1_28	RS_GCF_016760105.1
NZ_JAHOAQ010000019.1_20	RS_GCF_019129915.1
NZ_JAHYNO010000009.1_9	RS_GCF_019131955.1
NZ_JAJCIB010000006.1_119	RS_GCF_019132695.1
NZ_JAHOOK010000030.1_44	RS_GCF_021412325.1
NZ_PUEO01000011.1_151	RS_GCF_020179535.1
JAIJSG010000385.1_6	RS_GCF_023669125.1
JALEJR010000043.1_38	RS_GCF_024789475.1
NZ_JANUON010000003.1_2357	RS_GCF_024787245.1
JALEJR010000043.1_38	RS_GCF_002959695.1
JANUKQ010000001.1_1645	RS_GCF_900445595.1
JAIJSG010000220.1_3	RS_GCF_016760065.1
JAIIKX010000064.1_8	RS_GCF_018785885.1
NZ_JAASIP010000008.1_151	RS_GCF_019131685.1
JALEJR010000043.1_38	RS_GCF_019041315.1
NZ_JADPBB010000046.1_14	RS_GCF_020555305.1
NZ_JAHOOK010000030.1_44	RS_GCF_020562485.1
JAIJSG010000220.1_3	RS_GCF_020562485.1
NZ_JADPBB010000046.1_14	RS_GCF_020562505.1
NC_004663.1_683	RS_GCF_023668385.1
CAKUTT010000023.1_28	RS_GCF_024789385.1
NZ_JAHYNO010000009.1_9	RS_GCF_024789425.1
JANUKQ010000001.1_1645	RS_GCF_024792195.1
JANUKQ010000001.1_1645	RS_GCF_024786885.1
NZ_JADPBB010000439.1_5	RS_GCF_002959695.1
NZ_JAHOOK010000030.1_44	RS_GCF_003472675.1
NZ_JAJCIB010000006.1_119	RS_GCF_016760005.1
NZ_JAJCIB010000006.1_119	RS_GCF_018785895.1
NZ_VEWO01000007.1_269	RS_GCF_019125525.1
JANUKQ010000001.1_1645	RS_GCF_019131955.1
CAKUSZ010000036.1_24	RS_GCF_019041315.1
NZ_JANUNN010000004.1_8	RS_GCF_021411805.1
NZ_PUEO01000011.1_151	RS_GCF_020179505.1
NZ_JAASIP010000008.1_151	RS_GCF_020563265.1
NZ_JAHYNO010000009.1_9	RS_GCF_023669235.1
NC_004663.1_683	RS_GCF_024462275.1
JAIJSG010000385.1_6	RS_GCF_024788765.1
NZ_JAJCIB010000006.1_119	RS_GCF_024792195.1
CAKUTT010000023.1_28	RS_GCF_024793725.1
NZ_SATO01000007.1_48	RS_GCF_003434395.1
NC_004663.1_2091	RS_GCF_016760065.1
NZ_JAGURG010000036.1_27	RS_GCF_019125725.1
JAIIKX010000064.1_8	RS_GCF_019131685.1
NC_004663.1_2091	RS_GCF_019132695.1
CAKWXL010000006.1_69	RS_GCF_021411885.1
NZ_JAIHBF010000016.1_67	RS_GCF_020179455.1
JALEJR010000043.1_38	RS_GCF_024788765.1
NZ_CP040530.1_2787	RS_GCF_024788825.1
NZ_JAHYON010000020.1_43	RS_GCF_024789475.1
NZ_JADPBB010000439.1_5	RS_GCF_024790935.1
NZ_KE159459.1_2489	RS_GCF_024792195.1
NZ_WQQQ01000001.1_13	RS_GCF_021589105.1
CAKUSZ010000036.1_24	RS_GCF_019129275.1
NZ_KE159459.1_2489	RS_GCF_019130435.1
NC_004663.1_2091	RS_GCF_019131955.1
NZ_JAASIP010000008.1_151	RS_GCF_021406325.1
NZ_JAASIP010000008.1_151	RS_GCF_021406385.1
NZ_JAHONP010000048.1_10	RS_GCF_021412325.1
NZ_PUEO01000014.1_1095	RS_GCF_020179505.1
JAIJSG010000385.1_6	RS_GCF_020179505.1
NZ_JAHOOK010000030.1_44	RS_GCF_020554875.1
NZ_KE159459.1_2489	RS_GCF_020558245.1
NZ_VEWO01000007.1_269	RS_GCF_024788465.1
JANUKQ010000001.1_1645	RS_GCF_024791245.1
NZ_JAHOOK010000030.1_44	RS_GCF_024791245.1
JAIJSG010000385.1_6	RS_GCF_003466025.1
NZ_VEWO01000007.1_269	GB_GCA_014871295.1
NZ_JANULP010000003.1_4178	RS_GCF_019126395.1
CAKWXL010000006.1_69	RS_GCF_019132695.1
NZ_JAHYQH010000001.1_570	RS_GCF_021406505.1
NZ_JAHOOK010000030.1_44	RS_GCF_021411065.1
NZ_JAHONN010000024.1_68	RS_GCF_021411065.1
NZ_JAHONN010000024.1_68	RS_GCF_021412325.1
NZ_JAHYNO010000009.1_9	RS_GCF_021412325.1
JAIJSG010000066.1_6	RS_GCF_020554875.1
NC_004663.1_683	RS_GCF_020555425.1
NZ_JAGYXC010000032.1_43	RS_GCF_023669125.1
NZ_JANULP010000003.1_4178	RS_GCF_024789385.1
NC_004663.1_2091	RS_GCF_024790935.1
NZ_JAHYNO010000009.1_9	RS_GCF_024792525.1
NZ_VEWO01000007.1_269	RS_GCF_002959695.1
NZ_JAASIP010000008.1_151	RS_GCF_003472055.1
CAKWXL010000006.1_69	RS_GCF_004349615.1
NC_004663.1_2091	RS_GCF_016759925.1
NZ_JAGURG010000036.1_27	RS_GCF_016760165.1
NZ_VEWO01000007.1_269	RS_GCF_019126395.1
NZ_WQQQ01000001.1_13	RS_GCF_019129915.1
JAIJSG010000385.1_6	RS_GCF_019131955.1
CAKUSZ010000036.1_24	RS_GCF_019132575.1
NZ_KE159459.1_2489	RS_GCF_019041315.1
JANUKQ010000001.1_1645	RS_GCF_021406385.1
JAEWFO010000024.1_130	RS_GCF_021410665.1
NZ_JAHYNO010000009.1_9	RS_GCF_020179495.1
NZ_VEWO01000005.1_46	RS_GCF_020179455.1
CAKUSZ010000036.1_24	RS_GCF_020179535.1
NZ_VEWO01000007.1_269	RS_GCF_022137485.1
JAEWFO010000024.1_130	RS_GCF_024790805.1
NZ_JADPBB010000046.1_14	RS_GCF_024791245.1
NZ_VEWO01000007.1_269	RS_GCF_024793505.1
NZ_JANUON010000003.1_2357	RS_GCF_002959695.1
NZ_JAHYNO010000009.1_9	RS_GCF_003472055.1
NZ_SATO01000007.1_48	RS_GCF_003472675.1
NZ_JAHOAQ010000019.1_20	RS_GCF_003474715.1
NZ_JAHOAQ010000019.1_20	RS_GCF_019132815.1
NZ_JAHOOK010000030.1_44	RS_GCF_019132815.1
CAKWXL010000006.1_69	RS_GCF_021406385.1
NZ_JAHYON010000020.1_43	RS_GCF_021406505.1
NZ_JAHYNO010000009.1_9	RS_GCF_021411755.1
NZ_JAHYQH010000001.1_570	RS_GCF_021411885.1
JAIJSG010000220.1_3	RS_GCF_020179495.1
NZ_WQQQ01000001.1_13	RS_GCF_020562585.1
NC_004663.1_4651	RS_GCF_024789475.1
NZ_CP040530.1_2787	RS_GCF_024792525.1
CAKUTT010000023.1_28	RS_GCF_024786885.1
NZ_JADPFV010000010.1_28	RS_GCF_024789025.1
NZ_JAHOAQ010000019.1_20	RS_GCF_004167525.1
NZ_JAJCIB010000006.1_119	RS_GCF_004349635.1
JALEJR010000043.1_38	RS_GCF_016759925.1
NZ_JAHONP010000083.1_7	RS_GCF_019131205.1
NZ_JANUON010000003.1_2357	RS_GCF_021411805.1
NZ_JAASIP010000008.1_151	RS_GCF_021411805.1
NZ_JAHYNO010000009.1_9	RS_GCF_021411845.1
NZ_JADMVD010000040.1_45	RS_GCF_020179505.1
CAKWXL010000006.1_69	RS_GCF_020563275.1
CAKUSZ010000036.1_24	RS_GCF_022137485.1
NZ_JAHYNO010000009.1_9	RS_GCF_023669125.1
NZ_JAHONN010000024.1_68	RS_GCF_024789425.1
JAIICI010000041.1_17	RS_GCF_024790805.1
JAIJSG010000220.1_3	RS_GCF_024790805.1
NZ_JAJCIB010000006.1_119	RS_GCF_024793355.1
NZ_VEWO01000007.1_269	RS_GCF_000159875.2
NZ_SATO01000007.1_48	RS_GCF_001055755.1
JAEWFO010000024.1_130	RS_GCF_019125525.1
NZ_VEWO01000007.1_269	RS_GCF_019132695.1
NZ_WQQQ01000001.1_13	RS_GCF_019132695.1
NC_004663.1_2091	RS_GCF_021406325.1
NZ_JAHOAQ010000019.1_20	RS_GCF_021411885.1
NZ_WQQQ01000001.1_13	RS_GCF_021412835.1
NZ_JADMVD010000040.1_45	RS_GCF_024789475.1
NZ_JAHOAQ010000019.1_20	RS_GCF_024789025.1
JAIJSG010000066.1_6	RS_GCF_002959695.1
NZ_VEWO01000007.1_269	GB_GCA_006218125.1
CAKUSZ010000036.1_24	GB_GCA_006218125.1
NZ_JANULP010000003.1_4178	RS_GCF_019125795.1
NZ_SATO01000007.1_48	RS_GCF_019131205.1
JAIJSG010000066.1_6	RS_GCF_019131955.1
NZ_JADPBB010000046.1_14	RS_GCF_019132815.1
JAIJSG010000220.1_3	RS_GCF_021412835.1
JAIJSG010000385.1_6	RS_GCF_023668945.1
NZ_JAGURG010000036.1_27	RS_GCF_024788685.1
NZ_JANULP010000003.1_4178	RS_GCF_003469365.1
NC_004663.1_4875	RS_GCF_900445595.1
JAEWFO010000024.1_130	RS_GCF_900624795.1
NZ_VEWO01000007.1_269	RS_GCF_016760065.1
NZ_SATO01000007.1_48	RS_GCF_019131255.1
JAEWFO010000024.1_130	RS_GCF_021411915.1
JAIJSG010000220.1_3	RS_GCF_020563045.1
NZ_JAHYNO010000009.1_9	RS_GCF_023669205.1
NZ_JANUNN010000004.1_8	RS_GCF_024789475.1
NZ_JANULP010000003.1_4178	RS_GCF_024790505.1
NZ_JAHONN010000024.1_68	RS_GCF_024787245.1
NZ_JAHYON010000020.1_43	RS_GCF_003469365.1
JAEWFO010000024.1_130	RS_GCF_019041315.1
CAKUTT010000023.1_28	RS_GCF_021410665.1
NC_004663.1_683	RS_GCF_021412835.1
NZ_JANUNN010000004.1_8	RS_GCF_020179495.1
NC_004663.1_2091	RS_GCF_020555305.1
CAKWXL010000006.1_69	RS_GCF_020555305.1
NZ_JADPFV010000010.1_28	RS_GCF_020562545.1
NZ_SATO01000007.1_48	RS_GCF_024787245.1
NZ_JAJCIB010000006.1_119	RS_GCF_003472055.1
NZ_KE159459.1_2489	RS_GCF_007556425.1
NZ_SATO01000007.1_48	RS_GCF_016760085.1
NZ_JAHOAQ010000019.1_20	RS_GCF_018785895.1
NZ_JAGURG010000036.1_27	RS_GCF_019126395.1
NZ_SATO01000007.1_48	RS_GCF_019132695.1
NC_004663.1_2091	RS_GCF_021406385.1
NZ_KE159459.1_2489	RS_GCF_021410605.1
CAKUSZ010000036.1_24	RS_GCF_021410625.1
NZ_KE159459.1_2489	RS_GCF_020179505.1
NC_004663.1_2091	RS_GCF_020562595.1
NZ_JAJCIB010000006.1_119	RS_GCF_020562595.1
NZ_KE159459.1_2489	RS_GCF_023668205.1
NZ_VEWO01000007.1_269	RS_GCF_023668385.1
NZ_JAGYXC010000032.1_43	RS_GCF_023668945.1
NZ_JAHOAQ010000019.1_20	RS_GCF_023668965.1
NZ_VEWO01000007.1_269	RS_GCF_023668965.1
NZ_JAHOAQ010000019.1_20	RS_GCF_024790805.1
NZ_JANULP010000003.1_4178	RS_GCF_024790805.1
NZ_VEWO01000007.1_269	RS_GCF_024790935.1
NZ_KE159459.1_2489	RS_GCF_000159875.2
NZ_JAGURG010000036.1_27	RS_GCF_003458585.1
NZ_JAJCIB010000006.1_119	RS_GCF_003434395.1
NZ_JAHYQH010000001.1_570	RS_GCF_003434395.1
NZ_WQQQ01000001.1_13	RS_GCF_004167525.1
NZ_SATO01000007.1_48	RS_GCF_021412045.1
NZ_JAHYON010000020.1_43	RS_GCF_020179505.1
NZ_JADPFV010000010.1_28	RS_GCF_020563045.1
NZ_KE159459.1_2489	RS_GCF_020563545.1
JALEJR010000043.1_38	RS_GCF_024463355.1
JAIJSG010000385.1_6	RS_GCF_024790805.1
NZ_JAIHBC010000003.1_184	RS_GCF_024790805.1
JAIJSG010000066.1_6	RS_GCF_003464695.1
JALEJR010000043.1_38	RS_GCF_016760005.1
NZ_VEWO01000007.1_269	RS_GCF_019130675.1
NZ_VEWO01000007.1_269	RS_GCF_021410605.1
NZ_SATO01000007.1_48	RS_GCF_021411915.1
NZ_PUEO01000014.1_1096	RS_GCF_020179505.1
NZ_VEWO01000007.1_269	RS_GCF_020179505.1
JAIJSG010000220.1_3	RS_GCF_020179455.1
NZ_SATO01000007.1_48	RS_GCF_020562485.1
JAEWFO010000024.1_130	RS_GCF_020563265.1
JAIJSG010000066.1_6	RS_GCF_020563545.1
NZ_JAHOAQ010000019.1_20	RS_GCF_024788685.1
NZ_JAASIP010000008.1_151	RS_GCF_024790605.1
NZ_JAGURG010000036.1_27	RS_GCF_024793015.1
NZ_JADPBB010000439.1_5	RS_GCF_004349635.1
NZ_JAGYXC010000032.1_43	RS_GCF_900445595.1
NZ_JAHYON010000020.1_43	RS_GCF_019129275.1
NZ_JAGURG010000036.1_27	RS_GCF_019131955.1
NZ_JAGURG010000036.1_27	RS_GCF_019132245.1
NZ_JAHOOK010000030.1_44	RS_GCF_019132245.1
CAKUSZ010000036.1_24	RS_GCF_019041325.1
NZ_JAHOAQ010000019.1_20	RS_GCF_021406385.1
NZ_SATO01000007.1_48	RS_GCF_021410625.1
NZ_JAHOOK010000030.1_44	RS_GCF_021411885.1
NZ_JAIHBF010000016.1_67	RS_GCF_020179495.1
NC_004663.1_2091	RS_GCF_020563265.1
NZ_JAASIP010000008.1_151	RS_GCF_022138275.1
JAIJSG010000385.1_6	RS_GCF_024462595.1
JALEJR010000043.1_38	RS_GCF_024792535.1
NZ_JAHOAQ010000019.1_20	RS_GCF_016759925.1
NZ_JAHOAQ010000019.1_20	RS_GCF_019125335.1
NZ_JADPFV010000010.1_28	RS_GCF_019125335.1
NZ_JAJCIB010000006.1_119	RS_GCF_019132245.1
NC_004663.1_2091	RS_GCF_021411375.1
NC_004663.1_683	RS_GCF_021412325.1
NZ_QRKS01000025.1_26	RS_GCF_020555425.1
CAKUSZ010000036.1_24	RS_GCF_020562545.1
JAIJSG010000220.1_3	RS_GCF_020562585.1
NZ_JAHOAQ010000019.1_20	RS_GCF_020562595.1
NZ_JAHYNO010000009.1_9	RS_GCF_024463355.1
