OG_id	propagated_root_og
OG09394	COG3410
OG09395	COG1018
OG09396	308MB
OG09397	COG2819
OG09398	32TY3
OG09399	33JKV
OG09401	COG2320
OG09403	COG0534
OG09404	333PG
OG09405	COG2819
OG09406	COG4961
OG09409	33MNG
OG09412	COG2856
OG09413	COG2319
OG09414	31INJ
OG09415	33A7N
OG09416	COG1357
OG09419	33EY0
OG09420	COG4925
OG09423	30990
OG09424	33DNE
OG09426	COG0401
OG09428	33AQK
OG09430	32S2C
OG09431	2ZB16
OG09432	COG3637
OG09433	COG0834
OG09434	32J7R
OG09436	COG3803
OG09437	COG0236
OG09438	33ADG
OG09440	2ZPA9
OG09442	COG0793
OG09443	COG0121
OG09444	COG3754
OG09445	COG1571
OG09446	330U0
OG09450	COG4994
OG09451	COG0226
OG09452	30QIW
OG09456	334J3
OG09458	2ZCJR
OG09461	31E5D
OG09462	COG0845
OG09463	COG1819
OG09464	31J4K
OG09465	33NMS
OG09467	306RB
OG09469	COG4805
OG09470	COG0526
OG09471	COG0515
OG09472	COG0224
OG09474	COG1629
OG09475	COG3505
OG09477	2Z7RJ
OG09478	COG0702
OG09479	COG3801
OG09480	COG1544
OG09481	COG5349
OG09483	COG4225
OG09484	COG2319
OG09485	COG4068
OG09486	COG2890
OG09487	32S67
OG09488	COG3501
OG09489	33WVI
OG09491	32RAV
OG09493	COG1572
OG09498	COG5646
OG09503	COG1835
OG09506	COG1415
OG09507	COG1524
OG09510	COG0457
OG09511	316WB
OG09512	COG3212
OG09515	318F3
OG09518	COG0791
OG09521	2ZBU9
OG09527	COG3081
OG09530	COG5002
OG09533	COG1917
OG09534	COG0537
OG09540	2Z7PX
OG09542	COG2314
OG09544	COG2972
OG09548	COG1305
OG09552	2Z7JA
OG09556	33SVM
OG09563	32QV4
OG09565	COG1721
OG09571	2ZAXA
OG09572	COG4354
OG09585	COG1524
OG09586	COG3538
OG09594	2Z7XW
OG09595	COG1621
OG09599	COG3637
OG09600	2Z838
OG09606	32SSJ
OG09608	COG3712
OG09609	COG3401
OG09611	COG3537
OG09612	COG2971
OG09613	COG0457
OG09616	COG0457
OG09619	31EDH
OG09620	COG4198
OG09624	COG1082
OG09625	COG4430
OG09626	2ZBR7
OG09628	COG2353
OG09630	COG1835
OG09631	COG1554
OG09632	COG1694
OG09633	31BPG
OG09637	32UIS
OG09640	32XFW
OG09642	2ZPSM
OG09643	2Z7W1
OG09644	33DND
OG09649	32P2Z
OG09653	COG0697
OG09655	COG3358
OG09656	COG3866
OG09658	COG0577
OG09664	COG1305
OG09665	COG3714
OG09666	COG5504
OG09668	COG2335
OG09669	COG1629
OG09670	331HT
OG09675	2Z83P
OG09676	COG3292
OG09679	COG2246
OG09681	COG1399
OG09682	COG1554
OG09684	COG2322
OG09687	2Z7MQ
OG09690	2ZCDZ
OG09693	331V3
OG09694	COG4632
OG09700	COG1409
OG09704	COG2067
OG09708	COG4773
OG09715	2ZA5K
OG09719	COG1359
OG09720	32YFD
OG09721	2ZAMQ
OG09722	COG4206
OG09725	COG2335
OG09726	COG3064
OG09728	COG0791
OG09729	32Z66
OG09730	COG2755
OG09733	COG0457
OG09734	2Z9ND
OG09735	COG2755
OG09737	32YCF
OG09738	313I2
OG09739	COG1435
OG09741	COG4225
OG09743	2Z7KY
OG09744	COG0612
OG09750	COG2373
OG09752	COG2010
OG09754	32V5E
OG09755	COG2834
OG09756	COG1259
OG09759	COG1452
OG09761	COG2234
OG09762	COG3533
OG09767	COG1657
OG09768	COG2203
OG09769	COG3950
OG09775	2Z98N
OG09777	2ZV3X
OG09779	2ZBJT
OG09785	COG3832
OG09788	COG0810
OG09789	30WNU
OG09791	COG0629
OG09793	COG0492
OG09794	COG0399
OG09795	2Z8FC
OG09796	COG2932
OG09800	32UCJ
OG09801	32US3
OG09804	33IWS
OG09810	COG4219
OG09811	COG0521
OG09812	COG3525
OG09813	COG0727
OG09814	2ZBK6
OG09815	COG4772
OG09816	2Z9DH
OG09817	COG2885
OG09818	COG3000
OG09820	32RP1
OG09821	COG1729
OG09827	2Z96G
OG09830	32YGK
OG09832	COG2834
OG09833	COG1231
OG09834	2Z7J4
OG09838	COG0457
OG09839	2Z90P
OG09845	COG2304
OG09846	2ZS2M
OG09847	2ZBVN
OG09850	32RN1
OG09851	2ZXYX
OG09854	33IRG
OG09858	COG0848
OG09862	COG1470
OG09863	COG2913
OG09870	COG1943
OG09872	COG3250
OG09873	COG0521
OG09875	2Z80K
OG09878	2ZBHJ
OG09882	COG3193
OG09883	2Z9A2
OG09886	COG2738
OG09891	COG0318
OG09892	32Z3H
OG09894	COG1657
OG09895	31WK9
OG09897	32RR7
OG09898	COG0545
OG09900	COG4191
OG09906	2Z7NK
OG09908	COG1373
OG09909	COG3507
OG09913	2ZAPP
OG09914	COG4775
OG09915	COG1192
OG09917	COG1555
OG09920	COG4297
OG09922	COG2911
OG09923	COG2885
OG09926	2Z88H
OG09929	COG3386
OG09933	COG2825
OG09934	32T93
OG09936	2ZCJ2
OG09938	COG2335
OG09939	31D3D
OG09941	COG0739
OG09942	COG1573
OG09944	32ZSH
OG09945	COG2755
OG09946	COG0596
OG09948	COG3127
OG09953	COG1649
OG09955	COG1914
OG09958	COG2814
OG09961	COG1555
OG09962	COG0457
OG09968	COG3027
OG09972	COG0607
OG09973	COG3119
OG09977	COG2152
OG09978	COG1524
OG09981	COG1074
OG09984	308WT
OG09988	COG2367
OG09990	COG1524
OG09991	COG4313
OG09992	32WE6
OG09997	COG4289
OG09998	2ZADX
OG10000	2ZC2G
OG10002	COG0848
OG10004	COG3637
OG10006	32RCN
OG10007	COG2982
OG10011	2Z7VU
OG10012	COG0742
OG10015	COG0392
OG10016	COG2885
OG10019	32R1C
OG10024	COG2207
OG10025	COG1629
OG10026	COG2373
OG10028	2ZCDH
OG10029	COG4771
OG10030	2Z908
OG10031	COG3250
OG10032	COG5492
OG10033	2Z8VG
OG10040	COG2197
OG10042	2Z81U
OG10043	330M9
OG10046	COG3537
OG10048	2Z8TX
OG10050	COG1729
OG10051	COG2091
OG10053	COG1073
OG10054	2ZBPN
OG10055	33AJI
OG10062	32YJY
OG10065	COG3631
OG10069	COG1774
OG10071	318E6
OG10076	COG4485
OG10078	COG4206
OG10079	COG1196
OG10081	COG4206
OG10083	2ZB98
OG10084	33MFB
OG10089	COG4319
OG10090	COG4775
OG10091	COG0318
OG10095	COG1216
OG10098	2ZBK8
OG10099	COG0457
OG10102	COG1032
OG10103	COG3568
OG10104	COG0463
OG10105	3333M
OG10108	2ZBQZ
OG10109	COG4339
OG10111	COG4771
OG10112	309D6
OG10113	COG5549
OG10114	COG1629
OG10115	COG2205
OG10117	COG0614
OG10118	2ZAIK
OG10127	2Z7QF
OG10129	COG3548
OG10136	COG4775
OG10139	32RDY
OG10142	331EZ
OG10144	314YP
OG10146	COG4225
OG10147	COG4758
OG10151	COG3662
OG10152	32SI8
OG10154	2ZB53
OG10155	2Z7QN
OG10159	COG1718
OG10160	COG0514
OG10162	COG0730
OG10166	COG0457
OG10168	COG0589
OG10179	COG1714
OG10180	COG2982
OG10184	arCOG03338
OG10186	COG1277
OG10188	COG1670
OG10189	2ZZTD
OG10191	COG2324
OG10192	COG1672
OG10196	COG3934
OG10197	3006P
OG10198	COG4192
OG10202	COG5429
OG10204	COG2885
OG10206	COG0358
OG10209	2Z9D6
OG10210	2Z7QJ
OG10213	COG5343
OG10215	2ZAQA
OG10216	2ZBUH
OG10217	315DF
OG10218	COG4704
OG10221	COG4430
OG10222	32S19
OG10223	COG2318
OG10225	COG4636
OG10226	32Z65
OG10227	COG5512
OG10232	COG1082
OG10233	COG1470
OG10234	COG1373
OG10237	2ZZ6E
OG10244	325AS
OG10247	COG4796
OG10249	COG2146
OG10250	COG0177
OG10253	COG0507
OG10256	COG0388
OG10257	COG3637
OG10261	32Y59
OG10262	COG0803
OG10266	COG3637
OG10267	COG4206
OG10270	2Z7T3
OG10272	COG2730
OG10273	31J2R
OG10277	3140B
OG10278	COG2207
OG10283	COG0702
OG10285	COG3497
OG10286	307DE
OG10288	COG1196
OG10290	COG0457
OG10293	COG3137
OG10294	COG2912
OG10299	COG0614
OG10300	COG5434
OG10301	COG2954
OG10303	2Z8DB
OG10306	2Z7I5
OG10310	33BP4
OG10311	COG2070
OG10313	COG0640
OG10314	COG2135
OG10315	COG0457
OG10320	COG0610
OG10323	31NHZ
OG10326	COG0457
OG10328	COG0782
OG10329	2Z8XB
OG10333	COG2067
OG10335	2ZA5Z
OG10336	COG5495
OG10337	COG2041
OG10338	2Z7HW
OG10339	2Z8EX
OG10341	COG3170
OG10344	COG1629
OG10346	COG0226
OG10349	COG0577
OG10350	COG3117
OG10353	33436
OG10354	COG2913
OG10355	COG1287
OG10356	COG2378
OG10357	32RWC
OG10358	COG4225
OG10363	COG4319
OG10364	303CZ
OG10366	323PV
OG10373	COG1404
OG10374	COG0547
OG10376	COG4850
OG10377	COG0729
OG10379	COG5434
OG10381	COG3669
OG10384	COG1215
OG10391	2Z7HW
OG10393	COG1305
OG10394	338ZT
OG10395	COG4198
OG10397	COG2830
OG10399	COG3820
OG10402	COG0684
OG10403	COG4915
OG10404	COG0645
OG10405	COG2930
OG10406	COG4222
OG10409	COG4256
OG10416	COG1682
OG10417	317AV
OG10419	COG0662
OG10420	2Z8YM
OG10421	COG0697
OG10426	COG5646
OG10428	COG1977
OG10431	301JE
OG10433	COG3000
OG10435	336MH
OG10439	COG4448
OG10442	32YFX
OG10444	2Z7N3
OG10446	33G0J
OG10449	2Z84M
OG10454	COG5266
OG10455	COG3264
OG10456	COG1376
OG10459	COG2304
OG10460	32YYV
OG10468	31316
OG10469	333RX
OG10470	COG3709
OG10471	COG3427
OG10473	COG0457
OG10474	COG4367
OG10478	2Z7KG
OG10482	30856
OG10485	COG4637
OG10486	COG0112
OG10487	COG1664
OG10488	2Z7V7
OG10490	COG3631
OG10492	COG1917
OG10493	32ZZI
OG10494	3143E
OG10497	COG1585
OG10501	32SGB
OG10502	32Y3F
OG10503	2Z8FB
OG10506	2Z9T4
OG10509	COG3203
OG10510	32YYG
OG10512	COG5352
OG10513	33A4Z
OG10514	COG0745
OG10516	32YS5
OG10517	COG2329
OG10519	COG4223
OG10520	31TU1
OG10522	COG3216
OG10524	COG4325
OG10525	COG0726
OG10527	COG0436
OG10528	2Z8BR
OG10529	COG5285
OG10530	2ZBJH
OG10533	COG0463
OG10534	COG2128
OG10536	COG5485
OG10537	COG3673
OG10538	32FFG
OG10544	32QUS
OG10545	COG1765
OG10546	COG3668
OG10547	2Z854
OG10552	2ZBZN
OG10553	32Z2M
OG10555	2Z9D8
OG10556	COG5579
OG10558	2Z7PT
OG10559	COG3786
OG10562	31A3Q
OG10563	COG2343
OG10564	333IV
OG10565	2Z7JV
OG10571	COG5508
OG10572	COG0346
OG10574	COG5468
OG10576	COG1569
OG10578	COG5485
OG10581	2Z7YS
OG10583	2ZB26
OG10585	COG1469
OG10586	2ZQWX
OG10589	COG2944
OG10592	COG0534
OG10594	COG2370
OG10595	2Z8B4
OG10596	COG3552
OG10597	COG4671
OG10600	COG3164
OG10605	COG3807
OG10606	32V5A
OG10608	COG3334
OG10610	32U2V
OG10611	COG1618
OG10612	32SC7
OG10613	COG5454
OG10614	2Z84F
OG10618	COG1051
OG10621	COG2982
OG10622	315U5
OG10623	COG4671
OG10625	COG3665
OG10626	COG1524
OG10627	COG2304
OG10628	32ZE4
OG10631	COG4544
OG10634	COG2340
OG10639	COG0318
OG10641	COG2203
OG10646	COG3568
OG10647	COG3313
OG10648	32YDV
OG10650	COG3631
OG10651	COG4446
OG10652	COG3637
OG10654	COG2936
OG10659	COG3703
OG10660	COG0303
OG10663	32RRC
OG10666	COG3266
OG10668	COG1376
OG10669	COG0457
OG10670	COG1376
OG10671	2ZVNE
OG10672	COG1744
OG10674	COG0599
OG10677	COG0304
OG10678	30R84
OG10681	30784
OG10682	32YHC
OG10684	COG3609
OG10685	COG0476
OG10686	COG5482
OG10687	COG4961
OG10689	COG2334
OG10693	335DZ
OG10695	COG1426
OG10698	32K0W
OG10699	33KJ6
OG10701	31EKP
OG10703	3315B
OG10704	COG1594
OG10706	COG1256
OG10711	COG3391
OG10712	COG4678
OG10713	COG3631
OG10714	COG0494
OG10715	2Z8P0
OG10717	32YYC
OG10721	2Z86E
OG10722	33CBD
OG10724	COG5340
OG10725	2Z8GW
OG10726	COG2391
OG10729	2Z9W1
OG10731	315W2
OG10736	3339E
OG10740	31UNN
OG10741	COG1132
OG10742	32RSE
OG10743	COG0464
OG10744	COG0583
OG10745	COG5434
OG10748	COG0654
OG10749	COG0457
OG10750	33AXW
OG10751	COG5485
OG10758	COG4391
OG10759	330B2
OG10760	318GY
OG10763	COG0204
OG10764	300PA
OG10766	COG2128
OG10768	COG4645
OG10769	2ZB46
OG10771	32RYT
OG10772	COG0510
OG10773	31FWZ
OG10775	COG4765
OG10776	COG5457
OG10778	COG5570
OG10779	32YC0
OG10781	2Z7KE
OG10783	COG1853
OG10784	COG4233
OG10785	32T1W
OG10786	COG4333
OG10788	32Y9H
OG10790	COG2995
OG10792	COG0310
OG10794	319IW
OG10795	COG4424
OG10797	32TJ7
OG10798	2Z950
OG10802	COG0596
OG10804	COG5568
OG10805	32RRF
OG10806	32ACV
OG10807	COG3828
OG10810	32VK6
OG10811	319MP
OG10812	32RXY
OG10813	COG5469
OG10814	33BTA
OG10815	2ZBQD
OG10817	32YIT
OG10818	32SBG
OG10820	COG4260
OG10822	2Z954
OG10824	32Y82
OG10828	32SHY
OG10830	2ZBM7
OG10831	2Z7MU
OG10832	332Z2
OG10833	32S9D
OG10836	COG5416
OG10837	COG1216
OG10841	30TMQ
OG10845	2Z7WE
OG10846	32SUT
OG10848	COG0678
OG10851	COG3576
OG10853	2Z7I3
OG10855	COG0464
OG10857	COG5441
OG10858	32SHV
OG10861	2Z9FJ
OG10866	COG0683
OG10867	339MC
OG10868	COG1656
OG10873	33075
OG10874	COG3827
OG10875	COG3356
OG10877	COG5653
OG10879	COG0135
OG10881	32SV6
OG10882	COG3918
OG10883	32ISF
OG10887	312Z0
OG10888	COG3408
OG10891	COG3843
OG10892	2Z7VT
OG10893	2ZVYQ
OG10894	COG0497
OG10896	330VH
OG10897	COG2353
OG10898	2ZR4G
OG10904	2ZVQX
OG10906	2ZB00
OG10908	COG2849
OG10909	COG0845
OG10910	COG4424
OG10911	COG3536
OG10912	2Z7VW
OG10915	2ZAHP
OG10916	2ZB53
OG10917	COG3861
OG10918	330X3
OG10919	COG4641
OG10920	COG0454
OG10921	335T3
OG10922	2Z8W7
OG10923	COG0664
OG10925	COG1538
OG10927	COG3403
OG10931	COG4775
OG10932	32S7R
OG10933	COG0457
OG10935	2ZAFW
OG10937	COG0358
OG10938	2ZA86
OG10940	32UI3
OG10942	COG3741
OG10944	COG4974
OG10949	COG1293
OG10950	COG5107
OG10951	COG2608
OG10952	COG4711
OG10953	2ZBHJ
OG10954	33DYT
OG10955	32U6D
OG10957	COG3246
OG10959	COG1999
OG10960	COG1247
OG10962	COG1100
OG10963	COG2856
OG10966	COG4641
OG10967	COG0535
OG10968	2Z9WJ
OG10969	COG0582
OG10970	31QCU
OG10972	COG4771
OG10974	31HSR
OG10975	COG1572
OG10976	30WEH
OG10978	COG3631
OG10979	COG3055
OG10981	COG1309
OG10982	COG5605
OG10984	COG4198
OG10985	33A7G
OG10986	COG4864
OG10987	2ZBNJ
OG10989	32YM4
OG10992	COG4771
OG10993	2Z7KK
OG10994	2Z7K8
OG10996	COG4585
OG10997	COG2244
OG10998	COG0737
OG10999	3078F
OG11000	COG2755
OG11001	COG4927
OG11003	COG2207
OG11005	2Z9BC
OG11006	2ZA5E
OG11007	COG0086
OG11008	COG2227
OG11011	COG0457
OG11013	2ZAYW
OG11014	COG5373
OG11017	COG0497
OG11018	COG1503
OG11019	COG2972
OG11020	COG0671
OG11023	COG1595
OG11024	COG5340
OG11026	COG3021
OG11027	2Z9B8
OG11028	COG4288
OG11030	2ZBJ6
OG11031	30XZ1
OG11032	COG1510
OG11035	COG3087
OG11037	COG1572
OG11041	COG2067
OG11042	COG2885
OG11044	32SQ9
OG11046	COG0683
OG11048	COG5642
OG11049	COG1589
OG11050	31H9G
OG11051	COG0582
OG11052	2ZAV3
OG11053	COG4856
OG11054	COG2129
OG11055	COG4641
OG11058	COG1030
OG11059	COG3064
OG11061	COG0526
OG11062	32ZV1
OG11063	2Z85R
OG11065	COG4219
OG11072	COG2982
OG11073	33798
OG11075	COG0521
OG11076	COG2312
OG11077	COG4251
OG11078	33AX8
OG11079	COG3291
OG11080	COG1452
OG11083	COG1396
OG11085	COG5653
OG11087	COG2374
OG11089	33DU7
OG11091	COG3064
OG11092	COG4828
OG11094	32ZBN
OG11097	COG4843
OG11103	COG1926
OG11104	COG2608
OG11106	32S49
OG11107	33KQC
OG11109	2ZUHQ
OG11110	2ZM41
OG11111	COG0412
OG11113	336GN
OG11114	2Z9BT
OG11117	COG1512
OG11119	COG4775
OG11120	2Z87C
OG11123	COG2259
OG11125	COG1376
OG11130	COG2227
OG11132	COG5502
OG11133	COG2205
OG11134	2Z8PC
OG11136	COG3930
OG11137	2Z7QD
OG11138	COG0744
OG11140	COG1112
OG11141	3316Y
OG11142	COG4244
OG11143	COG0226
OG11144	COG1555
OG11145	COG3637
OG11148	COG3170
OG11150	33078
OG11152	COG4430
OG11154	COG0823
OG11157	31TSD
OG11159	COG0748
OG11160	COG3266
OG11164	2ZDQZ
OG11165	337WB
OG11166	31BYZ
OG11167	32D59
OG11169	32VVZ
OG11170	COG0824
OG11174	32RCK
OG11176	33031
OG11178	31R62
OG11180	32M7W
OG11181	32JHG
OG11182	305A1
OG11183	COG5492
OG11184	2Z7TD
OG11185	30NRS
OG11186	33019
OG11187	COG5457
OG11189	31TMD
OG11191	307S2
OG11193	32CQ5
OG11194	COG0637
OG11200	31UB0
OG11201	COG5642
OG11205	COG0727
OG11206	31X34
OG11209	32S4G
OG11210	2ZFYH
OG11213	33MNB
OG11214	COG0803
OG11215	339I4
OG11219	31TME
OG11221	30162
OG11223	COG3448
OG11224	COG0210
OG11225	2ZM3T
OG11226	31TQZ
OG11231	COG0457
OG11232	31R3R
OG11233	COG3313
OG11240	32CQF
OG11241	COG2340
OG11245	32D1U
OG11246	31UEY
OG11251	32X84
OG11253	2ZIC5
OG11254	33A1H
OG11257	2ZNMS
OG11258	31JTA
OG11259	COG3209
OG11261	COG5001
OG11262	2ZC5T
OG11263	2ZPN2
OG11264	COG1167
OG11265	33A7N
OG11266	COG3071
OG11267	COG1485
OG11268	COG1335
OG11270	32D3C
OG11272	COG0727
OG11273	32CPI
OG11275	COG1719
OG11277	303CN
OG11278	30I5S
OG11279	COG0451
OG11280	332F0
OG11283	30SWJ
OG11286	COG2271
OG11288	33B8F
OG11291	COG5435
OG11292	33A5H
OG11293	COG0419
OG11295	2Z7SD
OG11298	COG3271
OG11299	COG1672
OG11301	COG0819
OG11302	3060F
OG11303	305I8
OG11305	32ZR3
OG11306	3314Q
OG11307	31TPF
OG11308	33AKQ
OG11309	COG3529
OG11310	COG3946
OG11311	31QUS
OG11312	COG0317
OG11314	33F44
OG11315	COG3536
OG11317	COG0137
OG11318	33DJM
OG11319	3329W
OG11320	COG3773
OG11322	COG3182
OG11323	2Z88J
OG11324	305W1
OG11326	331IP
OG11327	31JA9
OG11330	COG0240
OG11332	COG3678
OG11335	32CWI
OG11337	2Z8PV
OG11338	COG3170
OG11339	COG4942
OG11340	2ZP9T
OG11344	305YK
OG11345	3309K
OG11346	305JA
OG11347	COG1404
OG11348	COG3308
OG11349	3317I
OG11350	2ZVZP
OG11351	305J6
OG11352	33N8Q
OG11353	COG4960
OG11354	333DP
OG11355	33ER0
OG11358	COG2898
OG11359	31TPM
OG11360	COG3162
OG11361	345I0
OG11365	COG5566
OG11366	COG3650
OG11368	31JCB
OG11372	31U8U
OG11375	COG3064
OG11376	COG2929
OG11379	31D36
OG11380	32CQ9
OG11381	30P7Y
OG11382	30Q7D
OG11384	33A7D
OG11385	COG1216
OG11386	31JBY
OG11387	COG3934
OG11388	33ABC
OG11389	COG4185
OG11391	31TNZ
OG11392	305QK
OG11393	32ZH9
OG11394	331UA
OG11395	COG2885
OG11396	4QBAB
OG11397	COG0406
OG11398	COG5492
OG11399	306ZP
OG11400	31FQD
OG11401	COG3237
OG11402	33CG3
OG11405	32B0C
OG11406	30KTF
OG11407	31TQA
OG11408	33Y8N
OG11409	2ZX4F
OG11410	340IW
OG11411	305WP
OG11412	33A47
OG11417	COG0419
OG11418	32CRC
OG11419	COG0790
OG11420	COG2885
OG11421	30068
OG11422	2ZAQX
OG11424	COG0582
OG11426	COG3258
OG11427	COG2105
OG11429	305WK
OG11430	31TQJ
OG11431	33B3A
OG11433	COG3177
OG11434	COG3386
OG11435	COG0607
OG11436	COG0790
OG11438	COG1073
OG11439	2Z9YU
OG11441	32R9I
OG11442	COG3631
OG11443	33A4T
OG11444	31JBE
OG11445	33186
OG11446	COG0668
OG11447	COG2982
OG11448	3060J
OG11449	300GG
OG11450	31JCX
OG11451	3315H
OG11452	33B43
OG11454	COG3307
OG11455	COG3979
OG11456	30NXD
OG11457	33XXJ
OG11458	COG3103
OG11461	COG5492
OG11463	31JD3
OG11464	31TMI
OG11465	31KFF
OG11466	2ZXW9
OG11468	COG3204
OG11469	COG3755
OG11470	34419
OG11471	COG1960
OG11472	2ZA6M
OG11473	33A7D
OG11475	2ZJP0
OG11476	30P8K
OG11478	COG1937
OG11479	COG0735
OG11480	COG1240
OG11484	346CS
OG11485	COG0628
OG11488	COG5628
OG11489	COG5393
OG11490	31TR6
OG11491	344GP
OG11494	31JRE
OG11495	COG2062
OG11497	31TI2
OG11498	32QJX
OG11501	32XHQ
OG11502	31HF3
OG11505	4QBNJ
OG11506	30ID5
OG11508	COG1573
OG11509	31FZP
OG11510	31TQ1
OG11511	317F7
OG11513	349JJ
OG11514	337CB
OG11515	COG1960
OG11517	33DAM
OG11518	31TKQ
OG11519	342PQ
OG11522	33A6P
OG11524	32V95
OG11526	32FRI
OG11527	COG5338
OG11528	30604
OG11529	33109
OG11530	COG2890
OG11532	333P7
OG11533	2ZDIN
OG11535	COG5589
OG11536	32YY1
OG11537	COG5653
OG11538	336XT
OG11539	32YN4
OG11540	COG0500
OG11541	33F81
OG11542	32VNQ
OG11544	3307F
OG11545	305HJ
OG11548	COG5322
OG11550	306JH
OG11552	COG5645
OG11553	COG3103
OG11556	COG4886
OG11557	305NJ
OG11558	34090
OG11559	31M8M
OG11561	31TRQ
OG11562	32XDG
OG11563	COG3210
OG11564	31TMZ
OG11565	31R9U
OG11566	COG3514
OG11567	COG3237
OG11568	32CQ2
OG11569	305QU
OG11571	31TPR
OG11573	COG3144
OG11574	31UHG
OG11575	COG3521
OG11577	COG3468
OG11578	32ZHB
OG11579	33ADY
OG11580	COG0790
OG11581	COG5455
OG11582	31FYR
OG11583	305U4
OG11585	31UGU
OG11587	32Z13
OG11590	2Z835
OG11591	COG1442
OG11593	33YPK
OG11594	COG3776
OG11595	COG2340
OG11596	COG5460
OG11597	32CR7
OG11598	COG3126
OG11601	32IJS
OG11602	31UAR
OG11604	31TDM
OG11606	33CBN
OG11607	COG0727
OG11608	3391S
OG11609	COG0515
OG11610	31TNS
OG11611	2Z7SP
OG11613	COG0388
OG11614	32XK7
OG11615	332E8
OG11617	COG3313
OG11619	338W0
OG11620	3054V
OG11621	COG3666
OG11622	COG2259
OG11624	COG3793
OG11625	COG4924
OG11628	30GQU
OG11631	COG3209
OG11637	COG5513
OG11638	COG2114
OG11639	COG5620
OG11640	COG4319
OG11642	31IZB
OG11643	30HAM
OG11644	33VMH
OG11646	COG4335
OG11647	31TN3
OG11648	COG3233
OG11649	COG1442
OG11651	COG1670
OG11653	31R3G
OG11654	COG4642
OG11655	31QFM
OG11657	COG0323
OG11659	31TP1
OG11661	COG3805
OG11662	COG0456
OG11663	30PQ2
OG11665	2ZFT2
OG11670	31J91
OG11673	COG3167
OG11676	32QUB
OG11677	33AD4
OG11678	COG3228
OG11679	COG5266
OG11680	31TXC
OG11683	COG5583
OG11684	2Z8PP
OG11685	COG0265
OG11689	COG5492
OG11690	30PG6
OG11691	33P6N
OG11692	31CJU
OG11694	30232
OG11695	2ZSU1
OG11697	31TR3
OG11698	30GHU
OG11700	339JT
OG11701	32D6W
OG11702	2ZJUS
OG11703	33KFE
OG11704	COG3141
OG11705	COG2120
OG11706	COG0210
OG11707	30NPZ
OG11709	COG3036
OG11710	COG2197
OG11711	COG2717
OG11712	31UH8
OG11713	COG0366
OG11714	COG2885
OG11717	COG1022
OG11719	COG3706
OG11720	330H2
OG11721	COG4517
OG11724	COG1738
OG11726	31JTE
OG11727	2Z7I4
OG11728	31HB0
OG11729	33WWC
OG11730	COG5581
OG11731	COG2959
OG11732	30602
OG11733	30SZI
OG11734	COG4185
OG11735	COG4641
OG11738	31TPY
OG11739	2ZHAC
OG11740	COG1611
OG11742	31TNX
OG11744	323DY
OG11745	COG5492
OG11746	COG5435
OG11747	COG0247
OG11749	COG3468
OG11750	305WT
OG11754	2ZG0X
OG11756	COG3056
OG11757	30606
OG11758	31UIS
OG11759	COG2963
OG11760	33AB9
OG11761	3077M
OG11764	COG0782
OG11765	31UDU
OG11768	31JBD
OG11769	2ZYVJ
OG11772	COG4222
OG11773	COG4244
OG11774	2ZZHR
OG11775	2ZNW0
OG11776	342C8
OG11778	COG3326
OG11782	COG0454
OG11785	339KM
OG11786	COG3450
OG11790	COG1208
OG11792	31H7H
OG11799	COG3206
OG11803	COG4222
OG11804	COG0560
OG11808	COG1479
OG11809	COG1680
OG11810	COG0582
OG11811	COG1943
OG11814	COG0526
OG11815	31H3T
OG11817	COG2931
OG11819	COG5419
OG11820	COG2856
OG11823	COG3451
OG11824	COG0582
OG11829	COG4232
OG11830	COG1431
OG11832	331HC
OG11833	COG3311
OG11837	2ZYNK
OG11839	31IJS
OG11841	COG0699
OG11842	2Z8KY
OG11844	31WU7
OG11845	COG0603
OG11846	2ZAIJ
OG11847	COG5642
OG11848	30W0J
OG11849	31P3X
OG11850	33KC7
OG11853	COG0443
OG11854	322Z5
OG11858	2ZAX1
OG11859	COG5361
OG11860	COG3616
OG11862	30PDJ
OG11863	COG1404
OG11864	2Z97Y
OG11866	COG4859
OG11867	31E8E
OG11869	32YZW
OG11870	310B8
OG11871	COG2253
OG11872	COG0589
OG11874	318M7
OG11875	2ZAA2
OG11876	2ZAWT
OG11877	COG2267
OG11884	337E7
OG11885	COG5314
OG11886	339IV
OG11889	31D4D
OG11890	COG3383
OG11896	316K0
OG11897	33VMB
OG11898	316S8
OG11900	2ZAKB
OG11902	31792
OG11905	32TVI
OG11906	3172H
OG11907	30Y27
OG11910	COG0829
OG11914	33J4B
OG11916	346FP
OG11919	3175S
OG11920	2Z8HJ
OG11922	30Y30
OG11924	COG3755
OG11925	COG1289
OG11929	COG1409
OG11931	COG0859
OG11933	COG3167
OG11935	316TH
OG11940	COG4249
OG11943	32YZ2
OG11944	COG1359
OG11945	31BSV
OG11949	COG4317
OG11950	COG4377
OG11955	COG0629
OG11957	COG3631
OG11958	2ZY4D
OG11960	300AZ
OG11965	32Q8R
OG11966	33FNF
OG11967	COG3539
OG11968	2ZM2R
OG11970	31752
OG11971	COG0172
OG11973	2Z9PN
OG11975	32S7C
OG11976	COG2020
OG11977	32S5F
OG11978	341CN
OG11979	COG2823
OG11980	COG2120
OG11981	COG4191
OG11984	2Z8KR
OG11990	COG0789
OG11993	COG5485
OG11995	316DG
OG11997	32BB7
OG11998	32AZD
OG12004	316XY
OG12006	COG2755
OG12007	31JPS
OG12009	335HZ
OG12013	33B54
OG12014	32SUA
