taxon_name	species_norm	genus_norm	gtdb_species_clade_id	GTDB_species	n_files	mean_abundance	mapping_tier	n_gtdb_clades_for_genus
Other Acidiphilium species	other_acidiphilium_species	other			3536	0.0	unmapped	0
Picosynechococcus sp. PCC 7002	picosynechococcus_sp_pcc_7002	picosynechococcus			3536	4.995067214979628e-08	unmapped	0
Other Polymorphum species	other_polymorphum_species	other			3536	0.0	unmapped	0
Other Aeromonadales species	other_aeromonadales_species	other			3536	0.0	unmapped	0
Other Myxococcaceae species	other_myxococcaceae_species	other			3535	0.0	unmapped	0
Other Deinococcaceae species	other_deinococcaceae_species	other			3535	0.0	unmapped	0
Other Thermus species	other_thermus_species	other			3535	0.0	unmapped	0
Other Neisseria species	other_neisseria_species	other			3535	0.0	unmapped	0
Jeotgalibacillus malaysiensis	jeotgalibacillus_malaysiensis	jeotgalibacillus			3535	3.483125525963315e-05	unmapped	0
Christiangramia forsetii	christiangramia_forsetii	christiangramia			3535	2.531805334458736e-07	unmapped	0
Other Erythrobacter species	other_erythrobacter_species	other			3535	0.0	unmapped	0
Thermosulfidibacter takaii	thermosulfidibacter_takaii	thermosulfidibacter			3534	1.3175937195154382e-05	unmapped	0
Other Eggerthellales species	other_eggerthellales_species	other			3534	0.0	unmapped	0
Other Paenibacillaceae species	other_paenibacillaceae_species	other			3534	0.0	unmapped	0
Other Labrenzia species	other_labrenzia_species	other			3534	0.0	unmapped	0
Thiomicrospira cyclica	thiomicrospira_cyclica	thiomicrospira			3534	1.3948004760388335e-05	unmapped	0
Gottschalkia acidurici	gottschalkia_acidurici	gottschalkia			3534	6.7468631989421245e-06	unmapped	0
Other Novosphingobium species	other_novosphingobium_species	other			3534	0.0	unmapped	0
Gardnerella vaginalis	gardnerella_vaginalis	gardnerella			3534	0.00015791430739071135	unmapped	0
Other Tessaracoccus species	other_tessaracoccus_species	other			3534	0.0	unmapped	0
Other Streptosporangiales species	other_streptosporangiales_species	other			3534	0.0	unmapped	0
Other Neisseriaceae species	other_neisseriaceae_species	other			3534	0.0	unmapped	0
beta proteobacterium CB	beta_proteobacterium_cb	beta			3534	0.0030995779612280963	unmapped	0
Parasphaerochaeta coccoides	parasphaerochaeta_coccoides	parasphaerochaeta			3534	2.325064591201568e-05	unmapped	0
Other Sterolibacteriaceae species	other_sterolibacteriaceae_species	other			3533	0.0	unmapped	0
Other Xanthobacteraceae species	other_xanthobacteraceae_species	other			3533	0.0	unmapped	0
Other Yersiniaceae species	other_yersiniaceae_species	other			3533	0.0	unmapped	0
Other Intrasporangiaceae species	other_intrasporangiaceae_species	other			3533	0.0	unmapped	0
Other Clostridia species	other_clostridia_species	other			3533	0.0	unmapped	0
Other Porphyrobacter species	other_porphyrobacter_species	other			3533	0.0	unmapped	0
Thiomicrospira aerophila	thiomicrospira_aerophila	thiomicrospira			3533	1.1952177190490386e-06	unmapped	0
Burkholderiales bacterium YL45	burkholderiales_bacterium_yl45	burkholderiales			3532	0.00011163380561804267	unmapped	0
Flavivirga eckloniae	flavivirga_eckloniae	flavivirga			3531	8.273119244610188e-07	unmapped	0
Other Solirubrobacterales species	other_solirubrobacterales_species	other			3531	0.0	unmapped	0
Other Chlorobiales species	other_chlorobiales_species	other			3531	0.0	unmapped	0
Other Natrialbaceae species	other_natrialbaceae_species	other			3531	0.0	unmapped	0
Pseudalgibacter alginicilyticus	pseudalgibacter_alginicilyticus	pseudalgibacter			3531	1.149115274067479e-05	unmapped	0
Other Thiomonas species	other_thiomonas_species	other			3530	0.0	unmapped	0
Other Nonomuraea species	other_nonomuraea_species	other			3530	0.0	unmapped	0
Other Hymenobacter species	other_hymenobacter_species	other			3530	0.0	unmapped	0
alpha proteobacterium HIMB59	alpha_proteobacterium_himb59	alpha			3530	3.3958268377920076e-05	unmapped	0
Caldisericum exile	caldisericum_exile	caldisericum			3530	2.769776629123491e-06	unmapped	0
Other Opitutales species	other_opitutales_species	other			3530	0.0	unmapped	0
Other Geobacteraceae species	other_geobacteraceae_species	other			3530	0.0	unmapped	0
Actinobacteria bacterium IMCC19121	actinobacteria_bacterium_imcc19121	actinobacteria			3529	0.004940339569917152	unmapped	0
Other Marinobacter species	other_marinobacter_species	other			3529	0.0	unmapped	0
Other Promicromonosporaceae species	other_promicromonosporaceae_species	other			3529	0.0	unmapped	0
Other Corallococcus species	other_corallococcus_species	other			3529	0.0	unmapped	0
Other Hyphomicrobium species	other_hyphomicrobium_species	other			3529	0.0	unmapped	0
Other Thermales species	other_thermales_species	other			3529	0.0	unmapped	0
Other Gemmatimonadales species	other_gemmatimonadales_species	other			3528	0.0	unmapped	0
Sediminicola sp. YIK13	sediminicola_sp_yik13	sediminicola			3528	6.299236885583372e-06	unmapped	0
Other Opitutaceae species	other_opitutaceae_species	other			3528	0.0	unmapped	0
Other Terriglobales species	other_terriglobales_species	other			3528	0.0	unmapped	0
Christiangramia salexigens	christiangramia_salexigens	christiangramia			3528	1.931410842619703e-06	unmapped	0
Actinobacteria bacterium IMCC26103	actinobacteria_bacterium_imcc26103	actinobacteria			3528	0.0008606697758057466	unmapped	0
Other unclassified Bacteroidetes Order II. species	other_unclassified_bacteroidetes_order_ii_species	other			3527	0.0	unmapped	0
Acetohalobium arabaticum	acetohalobium_arabaticum	acetohalobium			3527	1.4410645147576308e-06	unmapped	0
Other Vibrio species	other_vibrio_species	other			3527	0.0	unmapped	0
Other Nocardiopsaceae species	other_nocardiopsaceae_species	other			3527	0.0	unmapped	0
Other Thermaceae species	other_thermaceae_species	other			3526	0.0	unmapped	0
Other Acidobacteriaceae species	other_acidobacteriaceae_species	other			3526	0.0	unmapped	0
Other Methylibium species	other_methylibium_species	other			3526	0.0	unmapped	0
Other Komagataeibacter species	other_komagataeibacter_species	other			3526	0.0	unmapped	0
Other Rhodovulum species	other_rhodovulum_species	other			3526	0.0	unmapped	0
Siansivirga zeaxanthinifaciens	siansivirga_zeaxanthinifaciens	siansivirga			3526	7.165988308143786e-06	unmapped	0
[Mannheimia] succiniciproducens	mannheimia_succiniciproducens				3526	8.019027448388895e-07	unmapped	0
Halobacteroides halobius	halobacteroides_halobius	halobacteroides			3526	0.0	unmapped	0
Other Desulfuromonadaceae species	other_desulfuromonadaceae_species	other			3526	0.0	unmapped	0
Other Dokdonella species	other_dokdonella_species	other			3526	0.0	unmapped	0
Candidatus Palibaumannia cicadellinicola	palibaumannia_cicadellinicola	palibaumannia			3525	1.2234528407555594e-06	unmapped	0
Other Yersinia <enterobacteria> species	other_yersinia_enterobacteria_species	other			3525	0.0	unmapped	0
Other Starkeya species	other_starkeya_species	other			3525	0.0	unmapped	0
Arcobacter nitrofigilis	arcobacter_nitrofigilis	arcobacter			3525	1.675294704476167e-06	unmapped	0
Other Bacteria species	other_bacteria_species	other			3525	0.0	unmapped	0
Other Melaminivora species	other_melaminivora_species	other			3524	0.0	unmapped	0
Other Phaeobacter species	other_phaeobacter_species	other			3524	0.0	unmapped	0
Other Hydrogenophaga species	other_hydrogenophaga_species	other			3524	0.0	unmapped	0
Other Pseudoxanthomonas species	other_pseudoxanthomonas_species	other			3524	0.0	unmapped	0
Other Chlorobiaceae species	other_chlorobiaceae_species	other			3524	0.0	unmapped	0
Other Alteromonadales species	other_alteromonadales_species	other			3524	0.0	unmapped	0
Candidatus Babela massiliensis	babela_massiliensis	babela			3523	3.440298196158167e-05	unmapped	0
Other Acidiferrobacterales species	other_acidiferrobacterales_species	other			3523	0.0	unmapped	0
Other Acinetobacter species	other_acinetobacter_species	other			3523	0.0	unmapped	0
Other Blastochloris species	other_blastochloris_species	other			3523	0.0	unmapped	0
Other Synechococcaceae species	other_synechococcaceae_species	other			3523	0.0	unmapped	0
Other Rickettsia species	other_rickettsia_species	other			3523	0.0	unmapped	0
Other Phreatobacter species	other_phreatobacter_species	other			3523	0.0	unmapped	0
Caldimicrobium thiodismutans	caldimicrobium_thiodismutans	caldimicrobium			3523	1.42003994434149e-22	unmapped	0
Aquifex aeolicus	aquifex_aeolicus	aquifex			3522	3.0265441180324764e-06	unmapped	0
Other Methylocystis species	other_methylocystis_species	other			3522	0.0	unmapped	0
Other Rhodoferax species	other_rhodoferax_species	other			3522	0.0	unmapped	0
Other Coriobacteriales species	other_coriobacteriales_species	other			3522	0.0	unmapped	0
Other Roseateles species	other_roseateles_species	other			3522	0.0	unmapped	0
Phoenicibacter congonensis	phoenicibacter_congonensis	phoenicibacter			3522	1.4104544942520717e-05	unmapped	0
Other Rhodoplanes species	other_rhodoplanes_species	other			3521	0.0	unmapped	0
Other Anaeromyxobacteraceae species	other_anaeromyxobacteraceae_species	other			3521	0.0	unmapped	0
Other Sorangium species	other_sorangium_species	other			3521	0.0	unmapped	0
Other Tsukamurella species	other_tsukamurella_species	other			3521	0.0	unmapped	0
Flavobacteriaceae bacterium UJ101	flavobacteriaceae_bacterium_uj101	flavobacteriaceae			3521	7.804334295877462e-07	unmapped	0
Other Bacillaceae species	other_bacillaceae_species	other			3521	0.0	unmapped	0
Other Salinispora species	other_salinispora_species	other			3521	0.0	unmapped	0
Other Halobacteria species	other_halobacteria_species	other			3521	0.0	unmapped	0
Other Methylomonas species	other_methylomonas_species	other			3521	0.0	unmapped	0
Other Gallionellaceae species	other_gallionellaceae_species	other			3521	0.0	unmapped	0
Other Cellulosimicrobium species	other_cellulosimicrobium_species	other			3520	0.0	unmapped	0
Bacteroidales bacterium CF	bacteroidales_bacterium_cf	bacteroidales			3520	8.509687548724718e-05	unmapped	0
Other Bacteroidales species	other_bacteroidales_species	other			3520	0.0	unmapped	0
Thermocrinis albus	thermocrinis_albus	thermocrinis			3520	7.947288448732667e-07	unmapped	0
Other Isosphaeraceae species	other_isosphaeraceae_species	other			3519	0.0	unmapped	0
Other Alcanivorax species	other_alcanivorax_species	other			3519	0.0	unmapped	0
Other Planctomycetaceae species	other_planctomycetaceae_species	other			3519	0.0	unmapped	0
Other Nitrospirales species	other_nitrospirales_species	other			3519	0.0	unmapped	0
Urechidicola croceus	urechidicola_croceus	urechidicola			3519	3.2576520729771013e-07	unmapped	0
Seonamhaeicola sp. S2-3	seonamhaeicola_sp_s2_3	seonamhaeicola			3519	2.524417553836992e-06	unmapped	0
Other Lactobacillus species	other_lactobacillus_species	other			3518	0.0	unmapped	0
Other Comamonas species	other_comamonas_species	other			3518	0.0	unmapped	0
Rickettsiales bacterium Ac37b	rickettsiales_bacterium_ac37b	rickettsiales			3518	2.7222794373598586e-05	unmapped	0
Other Isoptericola species	other_isoptericola_species	other			3518	0.0	unmapped	0
Other Azotobacter species	other_azotobacter_species	other			3517	0.0	unmapped	0
Candidatus Amoebophilus asiaticus	amoebophilus_asiaticus	amoebophilus			3517	7.636253252494745e-05	unmapped	0
Other Curtobacterium species	other_curtobacterium_species	other			3517	0.0	unmapped	0
Other Actinomycetota species	other_actinomycetota_species	other			3517	0.0	unmapped	0
endosymbiont of Acanthamoeba sp. UWC8	endosymbiont_of_acanthamoeba_sp_uwc8	endosymbiont			3517	1.945800801060034e-05	unmapped	0
Other Dermabacteraceae species	other_dermabacteraceae_species	other			3517	0.0	unmapped	0
Other Kocuria species	other_kocuria_species	other			3517	0.0	unmapped	0
Other Rhodospirillum species	other_rhodospirillum_species	other			3517	0.0	unmapped	0
Other Coriobacteriia species	other_coriobacteriia_species	other			3517	0.0	unmapped	0
Other Croceicoccus species	other_croceicoccus_species	other			3516	0.0	unmapped	0
Other Gemmatimonadaceae species	other_gemmatimonadaceae_species	other			3516	0.0	unmapped	0
Other Acidiferrobacteraceae species	other_acidiferrobacteraceae_species	other			3516	0.0	unmapped	0
Other Desulfobacterales species	other_desulfobacterales_species	other			3516	0.0	unmapped	0
endosymbiont 'TC1' of Trimyema compressum	endosymbiont_tc1_of_trimyema_compressum	endosymbiont			3516	7.816346544010987e-06	unmapped	0
Other Microvirga species	other_microvirga_species	other			3515	0.0	unmapped	0
Thermocrinis ruber	thermocrinis_ruber	thermocrinis			3515	3.210215262630516e-256	unmapped	0
Other Erwinia species	other_erwinia_species	other			3515	0.0	unmapped	0
Myroides odoratimimus	myroides_odoratimimus	myroides			3515	8.868251818512025e-06	unmapped	0
Other Halobacteriales species	other_halobacteriales_species	other			3515	0.0	unmapped	0
Other Erwiniaceae species	other_erwiniaceae_species	other			3514	0.0	unmapped	0
Bathymodiolus septemdierum thioautotrophic gill symbiont	bathymodiolus_septemdierum_thioautotrophic_gill_symbiont	bathymodiolus			3514	5.788179431170865e-06	unmapped	0
Other Micromonosporales species	other_micromonosporales_species	other			3514	0.0	unmapped	0
Candidatus Portiera aleyrodidarum	portiera_aleyrodidarum	portiera			3513	5.144380598668879e-06	unmapped	0
Other Planctomyces species	other_planctomyces_species	other			3513	0.0	unmapped	0
Other Planctomycetia species	other_planctomycetia_species	other			3513	0.0	unmapped	0
Other Methylococcaceae species	other_methylococcaceae_species	other			3513	0.0	unmapped	0
Other Acidimicrobiales species	other_acidimicrobiales_species	other			3513	0.0	unmapped	0
Other Thermomonospora species	other_thermomonospora_species	other			3513	0.0	unmapped	0
Other Streptosporangium species	other_streptosporangium_species	other			3513	0.0	unmapped	0
Candidatus Azobacteroides pseudotrichonymphae	azobacteroides_pseudotrichonymphae	azobacteroides			3513	4.025535988686951e-05	unmapped	0
Other Polaromonas species	other_polaromonas_species	other			3512	0.0	unmapped	0
Other Aminobacter species	other_aminobacter_species	other			3512	0.0	unmapped	0
Other Ramlibacter species	other_ramlibacter_species	other			3512	0.0	unmapped	0
Other Hartmannibacter species	other_hartmannibacter_species	other			3512	0.0	unmapped	0
Other Chlorobaculum species	other_chlorobaculum_species	other			3512	0.0	unmapped	0
Other Aureimonas species	other_aureimonas_species	other			3512	0.0	unmapped	0
Other Kribbella species	other_kribbella_species	other			3512	0.0	unmapped	0
Other Nitrobacter species	other_nitrobacter_species	other			3512	0.0	unmapped	0
Other Pectobacterium species	other_pectobacterium_species	other			3511	0.0	unmapped	0
Other Tistrella species	other_tistrella_species	other			3511	0.0	unmapped	0
Candidatus Nitrosomarinus catalina	nitrosomarinus_catalina	nitrosomarinus			3511	0.0002800316785921088	unmapped	0
Other Sulfuritalea species	other_sulfuritalea_species	other			3511	0.0	unmapped	0
Myroides sp. A21	myroides_sp_a21	myroides			3510	3.24198011329272e-06	unmapped	0
Other Ochrobactrum species	other_ochrobactrum_species	other			3510	0.0	unmapped	0
Other Rhodothermaceae species	other_rhodothermaceae_species	other			3510	0.0	unmapped	0
Other Nostoc species	other_nostoc_species	other			3510	0.0	unmapped	0
alpha proteobacterium HIMB5	alpha_proteobacterium_himb5	alpha			3510	1.085743385667417e-05	unmapped	0
Other Dermacoccaceae species	other_dermacoccaceae_species	other			3510	0.0	unmapped	0
Other Cellulomonadaceae species	other_cellulomonadaceae_species	other			3510	0.0	unmapped	0
Other Xanthobacter species	other_xanthobacter_species	other			3510	0.0	unmapped	0
Arcobacter sp. L	arcobacter_sp_l	arcobacter			3510	7.599767827502845e-05	unmapped	0
Other Shewanella species	other_shewanella_species	other			3510	0.0	unmapped	0
Ilyobacter polytropus	ilyobacter_polytropus	ilyobacter			3510	1.1188570572020385e-06	unmapped	0
Other Flavobacteriaceae species	other_flavobacteriaceae_species	other			3509	0.0	unmapped	0
Other Azorhizobium species	other_azorhizobium_species	other			3509	0.0	unmapped	0
Other Selenomonadales species	other_selenomonadales_species	other			3509	0.0	unmapped	0
Other Catenulispora species	other_catenulispora_species	other			3509	0.0	unmapped	0
Other Castellaniella species	other_castellaniella_species	other			3508	0.0	unmapped	0
Myroides sp. ZB35	myroides_sp_zb35	myroides			3508	5.193423543557503e-06	unmapped	0
Other Cytophagia species	other_cytophagia_species	other			3508	0.0	unmapped	0
Other Kineosporiaceae species	other_kineosporiaceae_species	other			3508	0.0	unmapped	0
Other Immundisolibacteraceae species	other_immundisolibacteraceae_species	other			3508	0.0	unmapped	0
Other Oscillatoriales species	other_oscillatoriales_species	other			3508	0.0	unmapped	0
Other Aurantimonadaceae species	other_aurantimonadaceae_species	other			3508	0.0	unmapped	0
Other Gordoniaceae species	other_gordoniaceae_species	other			3508	0.0	unmapped	0
Other Orrella species	other_orrella_species	other			3508	0.0	unmapped	0
Shouchella lehensis	shouchella_lehensis	shouchella			3507	6.845908937191216e-05	unmapped	0
Macrococcoides caseolyticum	macrococcoides_caseolyticum	macrococcoides			3507	1.2904310578906069e-05	unmapped	0
Other Haliangium species	other_haliangium_species	other			3507	0.0	unmapped	0
Other Hymenobacteraceae species	other_hymenobacteraceae_species	other			3507	0.0	unmapped	0
Other Catenulisporaceae species	other_catenulisporaceae_species	other			3506	0.0	unmapped	0
Other Alteromonadaceae species	other_alteromonadaceae_species	other			3506	0.0	unmapped	0
Thermogladius calderae	thermogladius_calderae	thermogladius			3506	0.0	unmapped	0
Other Aromatoleum species	other_aromatoleum_species	other			3506	0.0	unmapped	0
Candidatus Midichloria mitochondrii	midichloria_mitochondrii	midichloria			3505	2.0645086179213257e-05	unmapped	0
Other Conexibacter species	other_conexibacter_species	other			3505	0.0	unmapped	0
Other Rhodanobacter species	other_rhodanobacter_species	other			3505	0.0	unmapped	0
Other Pseudogulbenkiania species	other_pseudogulbenkiania_species	other			3505	0.0	unmapped	0
Other Azospira species	other_azospira_species	other			3505	0.0	unmapped	0
uncultured Termite group 1 bacterium	uncultured_termite_group_1_bacterium	uncultured			3505	9.372930053318271e-14	unmapped	0
Other Terriglobia species	other_terriglobia_species	other			3505	0.0	unmapped	0
Other Methyloversatilis species	other_methyloversatilis_species	other			3505	0.0	unmapped	0
[Haemophilus] ducreyi	haemophilus_ducreyi				3505	1.7807712406611424e-07	unmapped	0
Other Bifidobacteriales species	other_bifidobacteriales_species	other			3504	0.0	unmapped	0
Other Pectobacteriaceae species	other_pectobacteriaceae_species	other			3504	0.0	unmapped	0
Other Granulicella species	other_granulicella_species	other			3504	0.0	unmapped	0
Other Rubrobacterales species	other_rubrobacterales_species	other			3504	0.0	unmapped	0
Herbinix luporum	herbinix_luporum	herbinix			3503	5.0097276384854e-05	unmapped	0
Other Hyphomonadaceae species	other_hyphomonadaceae_species	other			3503	0.0	unmapped	0
Other Celeribacter species	other_celeribacter_species	other			3502	0.0	unmapped	0
Other Acetobacter species	other_acetobacter_species	other			3502	0.0	unmapped	0
Other Pseudarthrobacter species	other_pseudarthrobacter_species	other			3501	0.0	unmapped	0
Other Methylocella species	other_methylocella_species	other			3501	0.0	unmapped	0
Myroides profundi	myroides_profundi	myroides			3501	1.2534957355735449e-05	unmapped	0
Other Vibrionaceae species	other_vibrionaceae_species	other			3501	0.0	unmapped	0
Candidatus Phycorickettsia trachydisci	phycorickettsia_trachydisci	phycorickettsia			3500	6.640891060249425e-06	unmapped	0
Ichthyobacterium seriolicida	ichthyobacterium_seriolicida	ichthyobacterium			3500	4.705841350048111e-06	unmapped	0
Other Nitrospirillum species	other_nitrospirillum_species	other			3500	0.0	unmapped	0
Other Methylococcales species	other_methylococcales_species	other			3500	0.0	unmapped	0
Other Nitrospira species	other_nitrospira_species	other			3500	0.0	unmapped	0
Macrococcoides canis	macrococcoides_canis	macrococcoides			3500	7.968380061115259e-07	unmapped	0
Other Thermotoga species	other_thermotoga_species	other			3499	0.0	unmapped	0
Other Gemmatimonadia species	other_gemmatimonadia_species	other			3499	0.0	unmapped	0
Other Sanguibacter species	other_sanguibacter_species	other			3499	0.0	unmapped	0
Other Methylosinus species	other_methylosinus_species	other			3498	0.0	unmapped	0
Pyrolobus fumarii	pyrolobus_fumarii	pyrolobus			3498	0.0	unmapped	0
Other Nitrospiraceae species	other_nitrospiraceae_species	other			3498	0.0	unmapped	0
Peptostreptococcaceae bacterium oral taxon 929	peptostreptococcaceae_bacterium_oral_taxon_929	peptostreptococcaceae			3498	3.1117829641312317e-06	unmapped	0
Other Haloferax species	other_haloferax_species	other			3498	0.0	unmapped	0
Wigglesworthia glossinidia	wigglesworthia_glossinidia	wigglesworthia			3498	1.7343150997870193e-05	unmapped	0
Other Thermomonosporaceae species	other_thermomonosporaceae_species	other			3497	0.0	unmapped	0
Other Cryobacterium species	other_cryobacterium_species	other			3497	0.0	unmapped	0
Other Lactobacillales species	other_lactobacillales_species	other			3497	0.0	unmapped	0
Other Cellvibrionales species	other_cellvibrionales_species	other			3497	0.0	unmapped	0
Other Glycomycetaceae species	other_glycomycetaceae_species	other			3496	0.0	unmapped	0
secondary endosymbiont of Ctenarytaina eucalypti	secondary_endosymbiont_of_ctenarytaina_eucalypti	secondary			3496	1.1514520011564811e-05	unmapped	0
Candidatus Ruthturnera calyptogenae	ruthturnera_calyptogenae	ruthturnera			3496	6.697721729137346e-05	unmapped	0
Other Pseudodesulfovibrio species	other_pseudodesulfovibrio_species	other			3496	0.0	unmapped	0
Alteracholeplasma palmae	alteracholeplasma_palmae	alteracholeplasma			3496	2.801746668607398e-06	unmapped	0
Other Nakamurella species	other_nakamurella_species	other			3496	0.0	unmapped	0
Other Frankiales species	other_frankiales_species	other			3495	0.0	unmapped	0
Other Pseudorhodoplanes species	other_pseudorhodoplanes_species	other			3495	0.0	unmapped	0
Other Alcanivoracaceae species	other_alcanivoracaceae_species	other			3495	0.0	unmapped	0
Other Phenylobacterium species	other_phenylobacterium_species	other			3495	0.0	unmapped	0
Other Nakamurellaceae species	other_nakamurellaceae_species	other			3495	0.0	unmapped	0
Other Sandaracinus species	other_sandaracinus_species	other			3495	0.0	unmapped	0
Other Modestobacter species	other_modestobacter_species	other			3494	0.0	unmapped	0
Other Pannonibacter species	other_pannonibacter_species	other			3494	0.0	unmapped	0
Other Pimelobacter species	other_pimelobacter_species	other			3494	0.0	unmapped	0
Other Leclercia species	other_leclercia_species	other			3494	0.0	unmapped	0
Other Bacillota species	other_bacillota_species	other			3494	0.0	unmapped	0
Other Haloarculaceae species	other_haloarculaceae_species	other			3494	0.0	unmapped	0
Other Conexibacteraceae species	other_conexibacteraceae_species	other			3494	0.0	unmapped	0
Other Acidithiobacillales species	other_acidithiobacillales_species	other			3493	0.0	unmapped	0
Other Thiobacillaceae species	other_thiobacillaceae_species	other			3493	0.0	unmapped	0
Other Selenomonas species	other_selenomonas_species	other			3493	0.0	unmapped	0
Other Ensifer species	other_ensifer_species	other			3493	0.0	unmapped	0
Other Marichromatium species	other_marichromatium_species	other			3493	0.0	unmapped	0
Other Thermoanaerobacter species	other_thermoanaerobacter_species	other			3492	0.0	unmapped	0
Candidatus Arthromitus sp. SFB-mouse	arthromitus_sp_sfb_mouse	arthromitus			3492	9.131900679112889e-08	unmapped	0
Other Jeongeupia species	other_jeongeupia_species	other			3492	0.0	unmapped	0
Tenericutes bacterium MO-XQ	tenericutes_bacterium_mo_xq	tenericutes			3492	2.400720987545724e-07	unmapped	0
Other Immundisolibacter species	other_immundisolibacter_species	other			3492	0.0	unmapped	0
Other Desulfuromonas species	other_desulfuromonas_species	other			3492	0.0	unmapped	0
Paraphotobacterium marinum	paraphotobacterium_marinum	paraphotobacterium			3491	4.1287439884742246e-07	unmapped	0
Other Dietzia species	other_dietzia_species	other			3491	0.0	unmapped	0
Other Pseudoalteromonas species	other_pseudoalteromonas_species	other			3491	0.0	unmapped	0
Other Shinella species	other_shinella_species	other			3491	0.0	unmapped	0
Other Kineococcus species	other_kineococcus_species	other			3491	0.0	unmapped	0
Other Gemmatirosa species	other_gemmatirosa_species	other			3491	0.0	unmapped	0
Tenericutes bacterium MZ-XQ	tenericutes_bacterium_mz_xq	tenericutes			3490	5.09342183807335e-07	unmapped	0
Other Ardenticatenales species	other_ardenticatenales_species	other			3490	0.0	unmapped	0
Other Phycisphaerales species	other_phycisphaerales_species	other			3490	0.0	unmapped	0
Candidatus Arthromitus sp. SFB-mouse-NL	arthromitus_sp_sfb_mouse_nl	arthromitus			3490	3.493071218033257e-18	unmapped	0
Other Geodermatophilus species	other_geodermatophilus_species	other			3490	0.0	unmapped	0
Other Opitutia species	other_opitutia_species	other			3489	0.0	unmapped	0
Other Janibacter species	other_janibacter_species	other			3489	0.0	unmapped	0
Hyperthermus butylicus	hyperthermus_butylicus	hyperthermus			3489	0.0	unmapped	0
[Eubacterium] sulci	eubacterium_sulci				3489	7.817823007861854e-06	unmapped	0
Other Stackebrandtia species	other_stackebrandtia_species	other			3489	0.0	unmapped	0
Other Aeromicrobium species	other_aeromicrobium_species	other			3488	0.0	unmapped	0
Other Blastococcus species	other_blastococcus_species	other			3488	0.0	unmapped	0
Other Thermobispora species	other_thermobispora_species	other			3488	0.0	unmapped	0
Other Sphingorhabdus species	other_sphingorhabdus_species	other			3488	0.0	unmapped	0
Other Thiohalobacter species	other_thiohalobacter_species	other			3488	0.0	unmapped	0
Other Pelobacter species	other_pelobacter_species	other			3488	0.0	unmapped	0
Other Spirochaetales species	other_spirochaetales_species	other			3488	0.0	unmapped	0
Other Intrasporangium species	other_intrasporangium_species	other			3488	0.0	unmapped	0
Other Gloeobacterales species	other_gloeobacterales_species	other			3488	0.0	unmapped	0
Other Haloarcula species	other_haloarcula_species	other			3488	0.0	unmapped	0
Other Kofleriaceae species	other_kofleriaceae_species	other			3487	0.0	unmapped	0
Other Chlorobiia species	other_chlorobiia_species	other			3487	0.0	unmapped	0
Other Laribacter species	other_laribacter_species	other			3487	0.0	unmapped	0
Candidatus Doolittlea endobia	doolittlea_endobia	doolittlea			3487	1.3344135911457294e-06	unmapped	0
Other Caldicellulosiruptor species	other_caldicellulosiruptor_species	other			3486	0.0	unmapped	0
Other Vitreoscilla species	other_vitreoscilla_species	other			3486	0.0	unmapped	0
Other Bryobacterales species	other_bryobacterales_species	other			3486	0.0	unmapped	0
Other Methylocystaceae species	other_methylocystaceae_species	other			3485	0.0	unmapped	0
Other Thermococcus species	other_thermococcus_species	other			3485	0.0	unmapped	0
Thermoplasma acidophilum	thermoplasma_acidophilum	thermoplasma			3485	0.0	unmapped	0
Other Methylophilaceae species	other_methylophilaceae_species	other			3485	0.0	unmapped	0
Other Thiobacillus species	other_thiobacillus_species	other			3485	0.0	unmapped	0
Other Actinopolyspora species	other_actinopolyspora_species	other			3484	0.0	unmapped	0
Other Nitrosomonadaceae species	other_nitrosomonadaceae_species	other			3483	0.0	unmapped	0
Other Alicycliphilus species	other_alicycliphilus_species	other			3483	0.0	unmapped	0
Other Acidimicrobiaceae species	other_acidimicrobiaceae_species	other			3483	0.0	unmapped	0
Other Gordonibacter species	other_gordonibacter_species	other			3483	0.0	unmapped	0
Other Clostridium species	other_clostridium_species	other			3483	0.0	unmapped	0
Candidatus Izimaplasma bacterium HR1	izimaplasma_bacterium_hr1	izimaplasma			3483	2.9983667000556867e-07	unmapped	0
Other Luteibacter species	other_luteibacter_species	other			3482	0.0	unmapped	0
Methanohalobium evestigatum	methanohalobium_evestigatum	methanohalobium			3482	3.986783023109141e-06	unmapped	0
Other Beutenbergia species	other_beutenbergia_species	other			3482	0.0	unmapped	0
Other Hyphomonas species	other_hyphomonas_species	other			3482	0.0	unmapped	0
Other Saccharopolyspora species	other_saccharopolyspora_species	other			3482	0.0	unmapped	0
Other Brucellaceae species	other_brucellaceae_species	other			3481	0.0	unmapped	0
Alkalicoccobacillus gibsonii	alkalicoccobacillus_gibsonii	alkalicoccobacillus			3481	9.358021747522556e-06	unmapped	0
Other Gemmata species	other_gemmata_species	other			3481	0.0	unmapped	0
Other Alicyclobacillaceae species	other_alicyclobacillaceae_species	other			3481	0.0	unmapped	0
Other Lentzea species	other_lentzea_species	other			3481	0.0	unmapped	0
Other Ottowia species	other_ottowia_species	other			3481	0.0	unmapped	0
Other Nostocales species	other_nostocales_species	other			3481	0.0	unmapped	0
Other Gluconacetobacter species	other_gluconacetobacter_species	other			3480	0.0	unmapped	0
Other Bacteroidia species	other_bacteroidia_species	other			3480	0.0	unmapped	0
